t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff
38,42,240102_30C_fig_SX387_05,4,5,gcn,3,1,16,0,0.95,0.8571428571428571,20
45,48,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
104,105,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,5
28,30,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
20,24,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
80,84,240102_30C_fig_SW182_01,28,32,gcn,24,3,869,0,0.9966517857142857,0.9411764705882353,20
92,93,240102_30C_fig_SW182_01,35,36,gcn,34,1,1225,0,0.9992063492063492,0.9855072463768116,5
40,41,240102_30C_fig_SX387_01,21,21,gcn,21,0,420,0,1.0,1.0,5
24,28,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
21,24,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,15
91,95,240102_30C_fig_SX387_05,15,16,gcn,14,0,226,0,1.0,1.0,20
103,107,240102_30C_fig_SX387_03,48,49,gcn,47,1,2304,0,0.9995748299319728,0.9894736842105263,20
40,43,240102_30C_fig_SX387_03,19,22,gcn,16,1,401,0,0.9976076555023924,0.9696969696969697,15
29,33,240102_30C_fig_SX387_03,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,20
30,32,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,10
47,50,240102_30C_fig_SX387_01,31,34,gcn,27,4,1022,1,0.9952561669829222,0.9152542372881356,15
76,79,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,15
70,72,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,10
72,73,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
37,38,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
56,59,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
8,11,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
9,12,240102_30C_fig_SW182_01,7,8,gcn,6,1,49,0,0.9821428571428571,0.9230769230769231,15
63,66,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
15,17,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
21,23,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
46,47,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
19,21,240102_30C_fig_SX387_01,18,19,gcn,17,0,325,0,1.0,1.0,10
75,76,240102_30C_fig_SX387_03,30,32,gcn,28,2,930,0,0.9979166666666667,0.9655172413793104,5
56,59,240102_30C_fig_SW182_01,17,18,gcn,16,1,289,0,0.9967320261437909,0.9696969696969697,15
102,104,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
111,112,240102_30C_fig_SX387_05,17,17,gcn,17,0,272,0,1.0,1.0,5
66,70,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,20
14,18,240102_30C_fig_SX387_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,20
8,9,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,5
82,83,240102_30C_fig_SW182_01,31,31,gcn,31,0,930,0,1.0,1.0,5
49,52,240102_30C_fig_SX387_01,34,35,gcn,31,2,1155,2,0.9966386554621849,0.9393939393939394,15
96,100,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
92,94,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
65,68,240102_30C_fig_SW182_01,20,21,gcn,19,1,400,0,0.9976190476190476,0.9743589743589743,15
54,55,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
50,51,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
61,65,240102_30C_fig_SX387_01,37,40,gcn,32,3,1443,2,0.9966216216216216,0.927536231884058,20
18,22,240102_30C_fig_SX387_01,16,19,gcn,13,1,290,0,0.9967105263157895,0.9629629629629629,20
18,22,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
107,108,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
79,81,240102_30C_fig_SW182_01,28,30,gcn,26,2,812,0,0.9976190476190476,0.9629629629629629,10
49,50,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
65,66,240102_30C_fig_SW182_01,20,21,gcn,19,1,400,0,0.9976190476190476,0.9743589743589743,5
17,19,240102_30C_fig_SW182_01,10,12,gcn,8,2,110,0,0.9833333333333333,0.8888888888888888,10
106,109,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
105,106,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,5
1,5,240102_30C_fig_SX387_03,8,10,gcn,6,1,73,0,0.9875,0.9230769230769231,20
51,54,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
27,30,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
68,72,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
27,29,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
53,56,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,15
98,102,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,20
12,13,240102_30C_fig_SW182_01,8,8,gcn,8,0,56,0,1.0,1.0,5
76,78,240102_30C_fig_SX387_03,32,35,gcn,29,3,1088,0,0.9973214285714286,0.9508196721311475,10
103,104,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,5
12,13,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
48,50,240102_30C_fig_SX387_01,33,34,gcn,32,1,1089,0,0.9991087344028521,0.9846153846153847,10
92,95,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,15
38,42,240102_30C_fig_SX387_03,16,22,gcn,10,1,341,0,0.9971590909090909,0.9523809523809523,20
72,74,240102_30C_fig_SX387_03,27,28,gcn,26,1,729,0,0.9986772486772487,0.9811320754716981,10
16,17,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
25,29,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
12,16,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
81,84,240102_30C_fig_SX387_05,9,12,gcn,6,3,99,0,0.9722222222222222,0.8,15
14,15,240102_30C_fig_SX387_01,15,15,gcn,15,0,210,0,1.0,1.0,5
6,10,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,20
45,49,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
39,42,240102_30C_fig_SX387_05,4,5,gcn,3,1,16,0,0.95,0.8571428571428571,15
95,97,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,10
55,59,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
66,68,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
101,103,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,10
101,102,240102_30C_fig_SX387_03,47,48,gcn,46,0,2210,0,1.0,1.0,5
3,7,240102_30C_fig_SX387_05,2,3,gcn,1,1,4,0,0.8333333333333334,0.6666666666666666,20
122,123,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,5
36,38,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
13,17,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
5,9,240102_30C_fig_SX387_01,10,12,gcn,8,2,110,0,0.9833333333333333,0.8888888888888888,20
37,41,240102_30C_fig_SW182_01,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,20
40,43,240102_30C_fig_SW182_01,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,15
37,40,240102_30C_fig_SX387_01,19,21,gcn,17,2,380,0,0.9949874686716792,0.9444444444444444,15
22,24,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
43,45,240102_30C_fig_SX387_05,5,8,gcn,2,2,36,0,0.95,0.6666666666666666,10
29,31,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
33,34,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
92,94,240102_30C_fig_SW182_01,35,36,gcn,34,1,1225,0,0.9992063492063492,0.9855072463768116,10
68,69,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
72,75,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
35,36,240102_30C_fig_SX387_03,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,5
75,77,240102_30C_fig_SW182_01,27,28,gcn,26,1,729,0,0.9986772486772487,0.9811320754716981,10
129,133,240102_30C_fig_SW182_01,58,61,gcn,55,1,3482,0,0.9997173544375353,0.990990990990991,20
139,143,240102_30C_fig_SW182_01,64,66,gcn,62,0,4162,0,1.0,1.0,20
26,27,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
19,21,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
105,109,240102_30C_fig_SW182_01,37,38,gcn,36,0,1370,0,1.0,1.0,20
39,40,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,5
54,58,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,20
85,89,240102_30C_fig_SX387_03,42,45,gcn,37,3,1848,2,0.9973544973544973,0.9367088607594937,20
10,12,240102_30C_fig_SX387_01,13,15,gcn,11,2,182,0,0.9897435897435898,0.9166666666666666,10
8,10,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,10
73,77,240102_30C_fig_SX387_05,8,9,gcn,7,1,64,0,0.9861111111111112,0.9333333333333333,20
116,120,240102_30C_fig_SW182_01,46,53,gcn,39,5,2394,0,0.9979491386382281,0.9397590361445783,20
62,65,240102_30C_fig_SW182_01,19,20,gcn,18,1,361,0,0.9973684210526316,0.972972972972973,15
102,106,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
41,44,240102_30C_fig_SX387_03,21,22,gcn,20,0,442,0,1.0,1.0,15
18,21,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
50,51,240102_30C_fig_SX387_05,8,9,gcn,8,0,64,0,1.0,1.0,5
45,46,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
73,74,240102_30C_fig_SW182_01,25,26,gcn,24,1,625,0,0.9984615384615385,0.9795918367346939,5
90,91,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,5
49,53,240102_30C_fig_SX387_01,34,36,gcn,29,4,1188,3,0.994281045751634,0.8923076923076924,20
58,59,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
25,29,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
20,23,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
13,17,240102_30C_fig_SW182_01,8,10,gcn,6,2,72,0,0.975,0.8571428571428571,20
35,36,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,5
77,80,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,15
56,60,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
18,21,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,15
81,83,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,10
88,90,240102_30C_fig_SW182_01,33,34,gcn,32,1,1089,0,0.9991087344028521,0.9846153846153847,10
57,60,240102_30C_fig_SW182_01,17,19,gcn,15,1,307,0,0.9969040247678018,0.967741935483871,15
89,93,240102_30C_fig_SX387_03,45,47,gcn,43,1,2071,0,0.9995271867612293,0.9885057471264368,20
58,59,240102_30C_fig_SX387_01,36,37,gcn,35,0,1297,0,1.0,1.0,5
66,67,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
86,90,240102_30C_fig_SW182_01,33,34,gcn,32,1,1089,0,0.9991087344028521,0.9846153846153847,20
97,99,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
22,25,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
16,17,240102_30C_fig_SX387_01,16,16,gcn,16,0,240,0,1.0,1.0,5
43,47,240102_30C_fig_SX387_01,25,31,gcn,20,3,752,0,0.9961290322580645,0.9302325581395349,20
28,30,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,10
83,87,240102_30C_fig_SW182_01,31,33,gcn,29,1,993,0,0.9990224828934506,0.9830508474576272,20
3,4,240102_30C_fig_SX387_03,8,9,gcn,7,0,65,0,1.0,1.0,5
26,29,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,15
44,48,240102_30C_fig_SX387_03,22,24,gcn,20,1,507,0,0.9981060606060606,0.975609756097561,20
30,34,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,20
22,24,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
57,61,240102_30C_fig_SX387_01,36,37,gcn,34,0,1297,1,0.9992492492492493,0.9855072463768116,20
109,113,240102_30C_fig_SW182_01,38,44,gcn,32,4,1636,0,0.9976076555023924,0.9411764705882353,20
24,27,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
53,55,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,10
0,3,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,15
68,72,240102_30C_fig_SX387_03,24,27,gcn,21,2,625,0,0.9969135802469136,0.9545454545454546,20
139,141,240102_30C_fig_SW182_01,64,66,gcn,62,0,4162,0,1.0,1.0,10
33,36,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
55,58,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
92,96,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,20
54,58,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
73,77,240102_30C_fig_SX387_03,27,34,gcn,19,8,890,1,0.9901960784313726,0.8085106382978723,20
99,101,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,10
73,74,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
14,16,240102_30C_fig_SW182_01,9,9,gcn,9,0,72,0,1.0,1.0,10
10,11,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
54,57,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
59,60,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
76,80,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,20
64,68,240102_30C_fig_SW182_01,20,21,gcn,19,1,400,0,0.9976190476190476,0.9743589743589743,20
15,16,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
77,79,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,10
61,63,240102_30C_fig_SW182_01,19,20,gcn,18,1,361,0,0.9973684210526316,0.972972972972973,10
91,92,240102_30C_fig_SX387_05,15,16,gcn,14,0,226,0,1.0,1.0,5
15,19,240102_30C_fig_SW182_01,9,12,gcn,6,1,101,0,0.9907407407407407,0.9230769230769231,20
19,22,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
33,36,240102_30C_fig_SX387_03,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,15
140,142,240102_30C_fig_SW182_01,66,66,gcn,66,0,4290,0,1.0,1.0,10
26,28,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
10,13,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
17,19,240102_30C_fig_SX387_01,16,18,gcn,14,1,273,0,0.9965277777777778,0.9655172413793104,10
32,35,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
26,29,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
82,85,240102_30C_fig_SX387_03,40,42,gcn,38,0,1642,0,1.0,1.0,15
86,88,240102_30C_fig_SX387_03,43,44,gcn,40,2,1848,2,0.9978858350951374,0.9523809523809523,10
37,38,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
100,104,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,20
118,122,240102_30C_fig_SW182_01,51,53,gcn,49,2,2652,0,0.9992600813910469,0.98,20
32,33,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
39,42,240102_30C_fig_SX387_01,20,25,gcn,15,3,482,0,0.994,0.9090909090909091,15
82,83,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,5
7,11,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
23,26,240102_30C_fig_SX387_01,19,19,gcn,18,0,342,1,0.997229916897507,0.972972972972973,15
88,91,240102_30C_fig_SX387_03,44,47,gcn,41,1,2026,0,0.9995164410058027,0.9879518072289156,15
66,69,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
61,62,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
83,85,240102_30C_fig_SX387_03,41,42,gcn,40,1,1681,0,0.9994192799070848,0.9876543209876543,10
44,45,240102_30C_fig_SX387_01,26,28,gcn,25,1,702,0,0.9986263736263736,0.9803921568627451,5
65,68,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
62,64,240102_30C_fig_SW182_01,19,20,gcn,18,1,361,0,0.9973684210526316,0.972972972972973,10
65,67,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,10
75,76,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
85,87,240102_30C_fig_SX387_03,42,44,gcn,38,2,1806,2,0.9978354978354979,0.95,10
62,63,240102_30C_fig_SX387_01,38,39,gcn,37,0,1445,0,1.0,1.0,5
98,101,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
23,27,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
55,57,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,10
74,76,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
12,16,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
65,66,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,5
121,123,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,10
91,93,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,10
5,7,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,10
2,5,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,15
40,42,240102_30C_fig_SX387_03,19,22,gcn,16,1,401,0,0.9976076555023924,0.9696969696969697,10
36,37,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
36,39,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
78,79,240102_30C_fig_SX387_03,35,36,gcn,34,1,1225,0,0.9992063492063492,0.9855072463768116,5
25,26,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
67,70,240102_30C_fig_SX387_03,24,26,gcn,22,2,600,0,0.9967948717948718,0.9565217391304348,15
92,96,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
0,3,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,15
73,76,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
77,79,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,10
57,58,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,5
125,129,240102_30C_fig_SW182_01,54,58,gcn,50,4,3078,0,0.9987228607918263,0.9615384615384616,20
20,21,240102_30C_fig_SX387_01,18,19,gcn,17,0,325,0,1.0,1.0,5
41,45,240102_30C_fig_SX387_03,21,23,gcn,19,2,462,0,0.9958592132505176,0.95,20
70,71,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,5
37,41,240102_30C_fig_SX387_05,4,5,gcn,3,1,16,0,0.95,0.8571428571428571,20
10,11,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
65,67,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
64,67,240102_30C_fig_SX387_01,39,40,gcn,38,0,1522,0,1.0,1.0,15
98,100,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
2,6,240102_30C_fig_SX387_03,8,12,gcn,4,2,90,0,0.9791666666666666,0.8,20
108,111,240102_30C_fig_SX387_05,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,15
28,32,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,20
135,137,240102_30C_fig_SW182_01,63,63,gcn,63,0,3906,0,1.0,1.0,10
55,59,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
41,44,240102_30C_fig_SX387_05,5,7,gcn,3,1,31,0,0.9714285714285714,0.8571428571428571,15
25,27,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
69,70,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,5
123,126,240102_30C_fig_SW182_01,53,55,gcn,51,2,2862,0,0.9993138936535163,0.9807692307692307,15
78,79,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,5
6,7,240102_30C_fig_SX387_05,2,3,gcn,1,1,4,0,0.8333333333333334,0.6666666666666666,5
77,78,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,5
104,107,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
61,62,240102_30C_fig_SW182_01,19,19,gcn,19,0,342,0,1.0,1.0,5
60,64,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
9,10,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,5
62,64,240102_30C_fig_SX387_01,38,39,gcn,36,1,1444,1,0.9986504723346828,0.972972972972973,10
95,96,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
110,112,240102_30C_fig_SX387_05,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,10
31,35,240102_30C_fig_SW182_01,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,20
53,57,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,20
43,44,240102_30C_fig_SX387_03,22,22,gcn,22,0,462,0,1.0,1.0,5
49,51,240102_30C_fig_SX387_05,8,9,gcn,8,0,64,0,1.0,1.0,10
20,24,240102_30C_fig_SX387_01,18,19,gcn,17,0,325,0,1.0,1.0,20
16,18,240102_30C_fig_SW182_01,9,12,gcn,6,2,100,0,0.9814814814814815,0.8571428571428571,10
69,73,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,20
59,62,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
10,12,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
27,31,240102_30C_fig_SX387_03,12,13,gcn,11,1,144,0,0.9935897435897436,0.9565217391304348,20
22,23,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
58,59,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
20,22,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
19,20,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
96,98,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
109,110,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
54,57,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,15
132,135,240102_30C_fig_SW182_01,61,63,gcn,59,1,3783,0,0.9997397866250325,0.9915966386554622,15
17,18,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
121,122,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,5
43,44,240102_30C_fig_SX387_01,25,26,gcn,24,1,625,0,0.9984615384615385,0.9795918367346939,5
11,15,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
10,14,240102_30C_fig_SW182_01,7,9,gcn,5,2,56,0,0.9682539682539683,0.8333333333333334,20
49,51,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
88,92,240102_30C_fig_SX387_05,15,16,gcn,14,0,226,0,1.0,1.0,20
56,57,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
29,33,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,20
5,8,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,15
21,22,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
132,134,240102_30C_fig_SW182_01,61,61,gcn,61,0,3660,0,1.0,1.0,10
6,9,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
15,18,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
6,8,240102_30C_fig_SX387_05,2,4,gcn,0,1,7,0,0.875,0.0,10
127,129,240102_30C_fig_SW182_01,57,58,gcn,56,1,3249,0,0.999697519661222,0.9911504424778761,10
48,51,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
49,50,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,5
52,55,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
54,56,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
14,15,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
93,97,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
41,42,240102_30C_fig_SX387_03,21,22,gcn,20,0,442,0,1.0,1.0,5
87,88,240102_30C_fig_SX387_05,15,15,gcn,15,0,210,0,1.0,1.0,5
79,83,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,20
