,index,t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff,assgraphs,seed
9917,9917,28,31,colony006,10,11,gcn,10,0,100,0,1.0,1.0,15,geometrical_and_fourier,2
9918,9918,58,62,colony005,8,8,gcn,8,0,56,0,1.0,1.0,20,geometrical_and_fourier,2
9919,9919,86,87,colony000,61,63,gcn,61,0,3782,0,1.0,1.0,5,geometrical_and_fourier,2
9920,9920,97,99,colony005,12,12,gcn,12,0,132,0,1.0,1.0,10,geometrical_and_fourier,2
9921,9921,99,100,colony006,144,148,gcn,144,0,21168,0,1.0,1.0,5,geometrical_and_fourier,2
9922,9922,136,139,colony005,23,24,gcn,23,0,529,0,1.0,1.0,15,geometrical_and_fourier,2
9923,9923,91,94,colony006,107,120,gcn,106,1,12732,1,0.9998442367601246,0.9906542056074766,15,geometrical_and_fourier,2
9924,9924,106,107,colony006,191,200,gcn,191,0,38009,0,1.0,1.0,5,geometrical_and_fourier,2
9925,9925,73,75,colony005,9,10,gcn,9,0,81,0,1.0,1.0,10,geometrical_and_fourier,2
9926,9926,74,76,colony000,44,44,gcn,43,1,1892,0,0.9994834710743802,0.9885057471264368,10,geometrical_and_fourier,2
9927,9927,107,111,colony000,121,131,gcn,114,7,15723,7,0.999116774966879,0.9421487603305784,20,geometrical_and_fourier,2
9928,9928,37,38,colony005,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
9929,9929,118,122,colony000,165,185,gcn,155,10,30350,10,0.9993447993447994,0.9393939393939394,20,geometrical_and_fourier,2
9930,9930,96,100,colony005,12,13,gcn,12,0,144,0,1.0,1.0,20,geometrical_and_fourier,2
9931,9931,19,21,colony000,6,7,gcn,6,0,36,0,1.0,1.0,10,geometrical_and_fourier,2
9932,9932,30,31,colony000,8,8,gcn,8,0,56,0,1.0,1.0,5,geometrical_and_fourier,2
9933,9933,158,159,colony005,30,31,gcn,30,0,900,0,1.0,1.0,5,geometrical_and_fourier,2
9934,9934,16,20,colony000,4,7,gcn,4,0,24,0,1.0,1.0,20,geometrical_and_fourier,2
9935,9935,22,24,colony005,3,4,gcn,3,0,9,0,1.0,1.0,10,geometrical_and_fourier,2
9936,9936,2,3,colony006,3,3,gcn,3,0,6,0,1.0,1.0,5,geometrical_and_fourier,2
9937,9937,7,9,colony000,4,4,gcn,4,0,12,0,1.0,1.0,10,geometrical_and_fourier,2
9938,9938,71,74,colony000,39,44,gcn,39,0,1677,0,1.0,1.0,15,geometrical_and_fourier,2
9939,9939,17,21,colony006,6,8,gcn,6,0,42,0,1.0,1.0,20,geometrical_and_fourier,2
9940,9940,131,133,colony005,23,23,gcn,23,0,506,0,1.0,1.0,10,geometrical_and_fourier,2
9941,9941,116,120,colony000,154,173,gcn,142,12,26478,10,0.9991742361684558,0.9281045751633988,20,geometrical_and_fourier,2
9942,9942,156,160,colony005,29,31,gcn,28,1,869,1,0.9977753058954394,0.9655172413793104,20,geometrical_and_fourier,2
9943,9943,126,129,colony005,21,23,gcn,21,0,462,0,1.0,1.0,15,geometrical_and_fourier,2
9944,9944,107,109,colony006,200,213,gcn,199,1,42399,1,0.9999530516431924,0.995,10,geometrical_and_fourier,2
9945,9945,74,78,colony006,54,67,gcn,52,2,3562,2,0.9988944168048646,0.9629629629629628,20,geometrical_and_fourier,2
9946,9946,44,47,colony005,7,7,gcn,7,0,42,0,1.0,1.0,15,geometrical_and_fourier,2
9947,9947,58,60,colony000,24,26,gcn,24,0,600,0,1.0,1.0,10,geometrical_and_fourier,2
9948,9948,33,34,colony000,12,12,gcn,12,0,132,0,1.0,1.0,5,geometrical_and_fourier,2
9949,9949,91,95,colony005,11,12,gcn,11,0,121,0,1.0,1.0,20,geometrical_and_fourier,2
9950,9950,21,22,colony000,7,8,gcn,7,0,49,0,1.0,1.0,5,geometrical_and_fourier,2
9951,9951,140,143,colony005,24,24,gcn,24,0,552,0,1.0,1.0,15,geometrical_and_fourier,2
9952,9952,88,89,colony006,91,96,gcn,91,0,8645,0,1.0,1.0,5,geometrical_and_fourier,2
9953,9953,161,163,colony005,31,33,gcn,31,0,992,0,1.0,1.0,10,geometrical_and_fourier,2
9954,9954,7,11,colony000,4,4,gcn,4,0,12,0,1.0,1.0,20,geometrical_and_fourier,2
9955,9955,101,102,colony005,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
9956,9956,17,19,colony000,4,6,gcn,4,0,20,0,1.0,1.0,10,geometrical_and_fourier,2
9957,9957,20,21,colony006,7,8,gcn,7,0,49,0,1.0,1.0,5,geometrical_and_fourier,2
9958,9958,122,123,colony000,185,191,gcn,185,0,35150,0,1.0,1.0,5,geometrical_and_fourier,2
9959,9959,113,115,colony000,136,148,gcn,132,4,19988,4,0.9996025437201908,0.9705882352941176,10,geometrical_and_fourier,2
9960,9960,130,132,colony000,235,242,gcn,234,1,56635,0,0.9999824160365748,0.997867803837953,10,geometrical_and_fourier,2
9961,9961,96,97,colony000,79,87,gcn,79,0,6794,0,1.0,1.0,5,geometrical_and_fourier,2
9962,9962,52,55,colony000,20,23,gcn,20,0,440,0,1.0,1.0,15,geometrical_and_fourier,2
9963,9963,88,90,colony005,11,11,gcn,11,0,110,0,1.0,1.0,10,geometrical_and_fourier,2
9964,9964,53,56,colony006,26,29,gcn,26,0,728,0,1.0,1.0,15,geometrical_and_fourier,2
9965,9965,81,83,colony005,10,10,gcn,10,0,90,0,1.0,1.0,10,geometrical_and_fourier,2
9966,9966,46,50,colony005,7,8,gcn,7,0,49,0,1.0,1.0,20,geometrical_and_fourier,2
9967,9967,71,74,colony005,9,10,gcn,9,0,81,0,1.0,1.0,15,geometrical_and_fourier,2
9968,9968,86,87,colony005,10,10,gcn,10,0,90,0,1.0,1.0,5,geometrical_and_fourier,2
9969,9969,72,73,colony005,9,9,gcn,9,0,72,0,1.0,1.0,5,geometrical_and_fourier,2
9970,9970,21,23,colony000,7,8,gcn,7,0,49,0,1.0,1.0,10,geometrical_and_fourier,2
9971,9971,55,56,colony006,28,29,gcn,28,0,784,0,1.0,1.0,5,geometrical_and_fourier,2
9972,9972,101,105,colony000,100,108,gcn,98,2,10698,2,0.9996296296296296,0.98,20,geometrical_and_fourier,2
9973,9973,60,62,colony000,26,27,gcn,26,0,676,0,1.0,1.0,10,geometrical_and_fourier,2
9974,9974,59,60,colony006,32,33,gcn,32,0,1024,0,1.0,1.0,5,geometrical_and_fourier,2
9975,9975,57,61,colony000,23,26,gcn,22,1,574,1,0.9966555183946488,0.9565217391304348,20,geometrical_and_fourier,2
9976,9976,172,176,colony005,36,37,gcn,34,2,1294,2,0.996996996996997,0.9444444444444444,20,geometrical_and_fourier,2
9977,9977,105,109,colony006,184,213,gcn,132,52,38956,52,0.9973463972239232,0.717391304347826,20,geometrical_and_fourier,2
9978,9978,90,93,colony006,102,116,gcn,101,1,11729,1,0.9998309668695065,0.9901960784313726,15,geometrical_and_fourier,2
9979,9979,60,64,colony005,8,9,gcn,8,0,64,0,1.0,1.0,20,geometrical_and_fourier,2
9980,9980,68,70,colony005,9,9,gcn,9,0,72,0,1.0,1.0,10,geometrical_and_fourier,2
9981,9981,11,14,colony000,4,4,gcn,4,0,12,0,1.0,1.0,15,geometrical_and_fourier,2
9982,9982,42,45,colony005,7,7,gcn,7,0,42,0,1.0,1.0,15,geometrical_and_fourier,2
9983,9983,121,123,colony005,21,21,gcn,21,0,420,0,1.0,1.0,10,geometrical_and_fourier,2
9984,9984,155,159,colony005,29,31,gcn,29,0,870,0,1.0,1.0,20,geometrical_and_fourier,2
9985,9985,78,82,colony006,67,74,gcn,58,9,4882,9,0.9963695038321904,0.8656716417910447,20,geometrical_and_fourier,2
9986,9986,14,17,colony006,6,6,gcn,6,0,30,0,1.0,1.0,15,geometrical_and_fourier,2
9987,9987,176,180,colony005,37,38,gcn,37,0,1369,0,1.0,1.0,20,geometrical_and_fourier,2
9988,9988,112,113,colony005,15,15,gcn,15,0,210,0,1.0,1.0,5,geometrical_and_fourier,2
9989,9989,135,136,colony000,267,274,gcn,266,1,72890,1,0.999972661909839,0.99625468164794,5,geometrical_and_fourier,2
9990,9990,65,66,colony005,9,9,gcn,9,0,72,0,1.0,1.0,5,geometrical_and_fourier,2
9991,9991,6,8,colony005,3,3,gcn,3,0,6,0,1.0,1.0,10,geometrical_and_fourier,2
9992,9992,41,43,colony000,14,14,gcn,14,0,182,0,1.0,1.0,10,geometrical_and_fourier,2
9993,9993,96,99,colony005,12,12,gcn,12,0,132,0,1.0,1.0,15,geometrical_and_fourier,2
9994,9994,131,132,colony005,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
9995,9995,18,20,colony006,7,7,gcn,7,0,42,0,1.0,1.0,10,geometrical_and_fourier,2
9996,9996,98,101,colony000,94,100,gcn,94,0,9306,0,1.0,1.0,15,geometrical_and_fourier,2
9997,9997,9,12,colony005,3,3,gcn,3,0,6,0,1.0,1.0,15,geometrical_and_fourier,2
9998,9998,80,84,colony000,54,60,gcn,53,1,3185,1,0.9993827160493828,0.9814814814814816,20,geometrical_and_fourier,2
9999,9999,150,152,colony005,27,28,gcn,27,0,729,0,1.0,1.0,10,geometrical_and_fourier,2
10000,10000,58,59,colony000,24,26,gcn,24,0,600,0,1.0,1.0,5,geometrical_and_fourier,2
10001,10001,25,26,colony005,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
10002,10002,21,24,colony006,8,9,gcn,8,0,64,0,1.0,1.0,15,geometrical_and_fourier,2
10003,10003,102,104,colony006,164,177,gcn,160,4,28860,4,0.9997244040237012,0.975609756097561,10,geometrical_and_fourier,2
10004,10004,141,144,colony000,316,348,gcn,308,8,109644,8,0.9998545031281828,0.9746835443037974,15,geometrical_and_fourier,2
10005,10005,134,135,colony005,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
10006,10006,143,144,colony000,339,348,gcn,339,0,117633,0,1.0,1.0,5,geometrical_and_fourier,2
10007,10007,170,173,colony005,36,36,gcn,36,0,1260,0,1.0,1.0,15,geometrical_and_fourier,2
10008,10008,144,146,colony005,24,24,gcn,24,0,552,0,1.0,1.0,10,geometrical_and_fourier,2
10009,10009,92,93,colony005,11,11,gcn,11,0,110,0,1.0,1.0,5,geometrical_and_fourier,2
10010,10010,66,69,colony005,9,9,gcn,9,0,72,0,1.0,1.0,15,geometrical_and_fourier,2
10011,10011,162,163,colony005,33,33,gcn,33,0,1056,0,1.0,1.0,5,geometrical_and_fourier,2
10012,10012,138,140,colony005,23,24,gcn,23,0,529,0,1.0,1.0,10,geometrical_and_fourier,2
10013,10013,104,105,colony006,177,184,gcn,177,0,32391,0,1.0,1.0,5,geometrical_and_fourier,2
10014,10014,108,110,colony005,14,14,gcn,14,0,182,0,1.0,1.0,10,geometrical_and_fourier,2
10015,10015,3,6,colony005,3,3,gcn,3,0,6,0,1.0,1.0,15,geometrical_and_fourier,2
10016,10016,134,138,colony005,23,23,gcn,23,0,506,0,1.0,1.0,20,geometrical_and_fourier,2
10017,10017,154,158,colony005,28,30,gcn,28,0,812,0,1.0,1.0,20,geometrical_and_fourier,2
10018,10018,53,55,colony005,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_and_fourier,2
10019,10019,102,105,colony005,14,14,gcn,14,0,182,0,1.0,1.0,15,geometrical_and_fourier,2
10020,10020,16,19,colony000,4,6,gcn,4,0,20,0,1.0,1.0,15,geometrical_and_fourier,2
10021,10021,61,63,colony000,26,29,gcn,26,0,728,0,1.0,1.0,10,geometrical_and_fourier,2
10022,10022,160,163,colony005,31,33,gcn,31,0,992,0,1.0,1.0,15,geometrical_and_fourier,2
10023,10023,111,115,colony005,14,15,gcn,14,0,196,0,1.0,1.0,20,geometrical_and_fourier,2
10024,10024,23,27,colony005,4,4,gcn,4,0,12,0,1.0,1.0,20,geometrical_and_fourier,2
10025,10025,139,140,colony000,297,311,gcn,295,2,92068,2,0.9999566944904564,0.9932659932659932,5,geometrical_and_fourier,2
10026,10026,126,129,colony000,202,227,gcn,196,6,45646,6,0.9997382998211716,0.9702970297029704,15,geometrical_and_fourier,2
10027,10027,112,115,colony000,133,148,gcn,129,4,19547,4,0.999593578540947,0.9699248120300752,15,geometrical_and_fourier,2
10028,10028,79,82,colony000,52,55,gcn,52,0,2808,0,1.0,1.0,15,geometrical_and_fourier,2
10029,10029,54,57,colony006,28,30,gcn,28,0,812,0,1.0,1.0,15,geometrical_and_fourier,2
10030,10030,104,107,colony000,107,121,gcn,105,2,12838,2,0.9996910481192556,0.9813084112149532,15,geometrical_and_fourier,2
10031,10031,37,39,colony000,13,14,gcn,13,0,169,0,1.0,1.0,10,geometrical_and_fourier,2
10032,10032,38,39,colony005,6,7,gcn,6,0,36,0,1.0,1.0,5,geometrical_and_fourier,2
10033,10033,176,177,colony005,37,37,gcn,37,0,1332,0,1.0,1.0,5,geometrical_and_fourier,2
10034,10034,138,140,colony000,290,311,gcn,288,2,89898,2,0.9999556491850538,0.993103448275862,10,geometrical_and_fourier,2
10035,10035,17,21,colony000,4,7,gcn,4,0,24,0,1.0,1.0,20,geometrical_and_fourier,2
10036,10036,105,108,colony005,14,14,gcn,14,0,182,0,1.0,1.0,15,geometrical_and_fourier,2
10037,10037,95,96,colony000,77,79,gcn,77,0,6006,0,1.0,1.0,5,geometrical_and_fourier,2
10038,10038,82,85,colony005,10,10,gcn,10,0,90,0,1.0,1.0,15,geometrical_and_fourier,2
10039,10039,88,92,colony000,66,75,gcn,66,0,4884,0,1.0,1.0,20,geometrical_and_fourier,2
10040,10040,58,61,colony005,8,8,gcn,8,0,56,0,1.0,1.0,15,geometrical_and_fourier,2
10041,10041,41,45,colony000,14,14,gcn,14,0,182,0,1.0,1.0,20,geometrical_and_fourier,2
10042,10042,14,17,colony005,3,3,gcn,3,0,6,0,1.0,1.0,15,geometrical_and_fourier,2
10043,10043,165,166,colony005,34,35,gcn,34,0,1156,0,1.0,1.0,5,geometrical_and_fourier,2
10044,10044,50,52,colony005,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_and_fourier,2
10045,10045,174,176,colony005,36,37,gcn,36,0,1296,0,1.0,1.0,10,geometrical_and_fourier,2
10046,10046,152,154,colony005,28,28,gcn,28,0,756,0,1.0,1.0,10,geometrical_and_fourier,2
10047,10047,134,137,colony005,23,23,gcn,23,0,506,0,1.0,1.0,15,geometrical_and_fourier,2
10048,10048,46,50,colony000,15,19,gcn,14,1,269,1,0.9929824561403509,0.9333333333333332,20,geometrical_and_fourier,2
10049,10049,67,68,colony006,43,47,gcn,43,0,1978,0,1.0,1.0,5,geometrical_and_fourier,2
10050,10050,115,118,colony000,148,165,gcn,145,3,24271,1,0.9998361998362,0.9863945578231292,15,geometrical_and_fourier,2
10051,10051,117,121,colony000,159,176,gcn,149,10,27816,9,0.9993210405946256,0.94006309148265,20,geometrical_and_fourier,2
10052,10052,36,38,colony006,14,14,gcn,14,0,182,0,1.0,1.0,10,geometrical_and_fourier,2
10053,10053,119,123,colony005,18,21,gcn,17,1,359,1,0.9947089947089948,0.9444444444444444,20,geometrical_and_fourier,2
10054,10054,35,38,colony000,13,14,gcn,13,0,169,0,1.0,1.0,15,geometrical_and_fourier,2
10055,10055,65,67,colony005,9,9,gcn,9,0,72,0,1.0,1.0,10,geometrical_and_fourier,2
10056,10056,87,89,colony006,85,96,gcn,85,0,8075,0,1.0,1.0,10,geometrical_and_fourier,2
10057,10057,64,65,colony006,41,42,gcn,41,0,1681,0,1.0,1.0,5,geometrical_and_fourier,2
10058,10058,70,73,colony005,9,9,gcn,9,0,72,0,1.0,1.0,15,geometrical_and_fourier,2
10059,10059,49,53,colony006,22,26,gcn,20,2,548,2,0.993006993006993,0.9090909090909092,20,geometrical_and_fourier,2
10060,10060,5,9,colony000,4,4,gcn,4,0,12,0,1.0,1.0,20,geometrical_and_fourier,2
10061,10061,164,165,colony005,34,34,gcn,34,0,1122,0,1.0,1.0,5,geometrical_and_fourier,2
10062,10062,3,4,colony006,3,3,gcn,3,0,6,0,1.0,1.0,5,geometrical_and_fourier,2
10063,10063,30,31,colony006,11,11,gcn,11,0,110,0,1.0,1.0,5,geometrical_and_fourier,2
10064,10064,55,57,colony000,23,23,gcn,23,0,506,0,1.0,1.0,10,geometrical_and_fourier,2
10065,10065,82,83,colony006,74,78,gcn,74,0,5698,0,1.0,1.0,5,geometrical_and_fourier,2
10066,10066,102,105,colony000,103,108,gcn,102,1,11020,1,0.9998202085580726,0.9902912621359224,15,geometrical_and_fourier,2
10067,10067,164,168,colony005,34,35,gcn,34,0,1156,0,1.0,1.0,20,geometrical_and_fourier,2
10068,10068,46,49,colony000,15,19,gcn,14,1,269,1,0.9929824561403509,0.9333333333333332,15,geometrical_and_fourier,2
10069,10069,124,128,colony000,197,218,gcn,190,7,42742,7,0.999674009220882,0.964467005076142,20,geometrical_and_fourier,2
10070,10070,60,61,colony006,33,35,gcn,33,0,1122,0,1.0,1.0,5,geometrical_and_fourier,2
10071,10071,88,89,colony005,11,11,gcn,11,0,110,0,1.0,1.0,5,geometrical_and_fourier,2
10072,10072,76,78,colony006,60,67,gcn,60,0,3960,0,1.0,1.0,10,geometrical_and_fourier,2
10073,10073,39,43,colony005,7,7,gcn,7,0,42,0,1.0,1.0,20,geometrical_and_fourier,2
10074,10074,105,106,colony000,108,117,gcn,108,0,12528,0,1.0,1.0,5,geometrical_and_fourier,2
10075,10075,45,46,colony000,14,15,gcn,14,0,196,0,1.0,1.0,5,geometrical_and_fourier,2
10076,10076,32,35,colony000,10,13,gcn,9,1,119,1,0.9846153846153848,0.9,15,geometrical_and_fourier,2
10077,10077,113,117,colony006,251,294,gcn,152,99,73444,99,0.997316855028864,0.6055776892430279,20,geometrical_and_fourier,2
10078,10078,80,84,colony006,70,81,gcn,67,3,5597,3,0.9989417989417988,0.9571428571428572,20,geometrical_and_fourier,2
10079,10079,109,110,colony005,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
10080,10080,31,33,colony006,11,12,gcn,11,0,121,0,1.0,1.0,10,geometrical_and_fourier,2
10081,10081,110,113,colony005,14,15,gcn,14,0,196,0,1.0,1.0,15,geometrical_and_fourier,2
10082,10082,150,151,colony005,27,28,gcn,27,0,729,0,1.0,1.0,5,geometrical_and_fourier,2
10083,10083,52,54,colony000,20,22,gcn,20,0,420,0,1.0,1.0,10,geometrical_and_fourier,2
10084,10084,145,146,colony005,24,24,gcn,24,0,552,0,1.0,1.0,5,geometrical_and_fourier,2
10085,10085,47,51,colony006,19,25,gcn,17,2,454,2,0.991578947368421,0.8947368421052632,20,geometrical_and_fourier,2
10086,10086,133,136,colony005,23,23,gcn,23,0,506,0,1.0,1.0,15,geometrical_and_fourier,2
10087,10087,72,74,colony000,40,44,gcn,40,0,1720,0,1.0,1.0,10,geometrical_and_fourier,2
10088,10088,106,109,colony006,191,213,gcn,182,9,40483,9,0.9995575547525992,0.9528795811518324,15,geometrical_and_fourier,2
10089,10089,114,115,colony000,143,148,gcn,143,0,21021,0,1.0,1.0,5,geometrical_and_fourier,2
10090,10090,130,131,colony005,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
10091,10091,37,41,colony005,6,7,gcn,6,0,36,0,1.0,1.0,20,geometrical_and_fourier,2
10092,10092,145,148,colony005,24,26,gcn,24,0,600,0,1.0,1.0,15,geometrical_and_fourier,2
10093,10093,7,10,colony000,4,4,gcn,4,0,12,0,1.0,1.0,15,geometrical_and_fourier,2
10094,10094,17,18,colony006,6,7,gcn,6,0,36,0,1.0,1.0,5,geometrical_and_fourier,2
10095,10095,150,153,colony005,27,28,gcn,27,0,729,0,1.0,1.0,15,geometrical_and_fourier,2
10096,10096,135,138,colony000,267,290,gcn,253,14,77149,14,0.9996383830556632,0.947565543071161,15,geometrical_and_fourier,2
10097,10097,162,165,colony005,33,34,gcn,33,0,1089,0,1.0,1.0,15,geometrical_and_fourier,2
10098,10098,117,120,colony000,159,173,gcn,152,7,27342,6,0.9995273930272296,0.9589905362776026,15,geometrical_and_fourier,2
10099,10099,2,3,colony000,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
10100,10100,62,64,colony005,8,9,gcn,8,0,64,0,1.0,1.0,10,geometrical_and_fourier,2
10101,10101,112,114,colony000,133,143,gcn,130,3,18883,3,0.9996845260003154,0.9774436090225564,10,geometrical_and_fourier,2
10102,10102,54,56,colony000,22,23,gcn,22,0,484,0,1.0,1.0,10,geometrical_and_fourier,2
10103,10103,92,93,colony006,112,116,gcn,112,0,12880,0,1.0,1.0,5,geometrical_and_fourier,2
10104,10104,35,37,colony006,13,14,gcn,13,0,169,0,1.0,1.0,10,geometrical_and_fourier,2
10105,10105,73,76,colony005,9,10,gcn,9,0,81,0,1.0,1.0,15,geometrical_and_fourier,2
10106,10106,14,15,colony005,3,3,gcn,3,0,6,0,1.0,1.0,5,geometrical_and_fourier,2
10107,10107,102,103,colony006,164,167,gcn,164,0,27224,0,1.0,1.0,5,geometrical_and_fourier,2
10108,10108,115,116,colony006,267,279,gcn,267,0,74226,0,1.0,1.0,5,geometrical_and_fourier,2
10109,10109,111,112,colony005,14,15,gcn,14,0,196,0,1.0,1.0,5,geometrical_and_fourier,2
10110,10110,88,91,colony000,66,73,gcn,66,0,4752,0,1.0,1.0,15,geometrical_and_fourier,2
10111,10111,27,30,colony000,8,8,gcn,8,0,56,0,1.0,1.0,15,geometrical_and_fourier,2
10112,10112,30,32,colony006,11,11,gcn,11,0,110,0,1.0,1.0,10,geometrical_and_fourier,2
10113,10113,122,125,colony000,185,199,gcn,177,8,36623,7,0.999592557381502,0.959349593495935,15,geometrical_and_fourier,2
10114,10114,76,79,colony006,60,68,gcn,60,0,4020,0,1.0,1.0,15,geometrical_and_fourier,2
10115,10115,69,72,colony000,38,40,gcn,38,0,1482,0,1.0,1.0,15,geometrical_and_fourier,2
10116,10116,136,140,colony000,274,311,gcn,253,21,84919,21,0.9995071232426596,0.9233576642335768,20,geometrical_and_fourier,2
10117,10117,73,76,colony000,41,44,gcn,41,0,1763,0,1.0,1.0,15,geometrical_and_fourier,2
10118,10118,24,26,colony000,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_and_fourier,2
10119,10119,67,69,colony000,33,38,gcn,33,0,1221,0,1.0,1.0,10,geometrical_and_fourier,2
10120,10120,56,59,colony000,23,26,gcn,23,0,575,0,1.0,1.0,15,geometrical_and_fourier,2
10121,10121,48,49,colony006,20,22,gcn,20,0,420,0,1.0,1.0,5,geometrical_and_fourier,2
10122,10122,125,126,colony005,21,21,gcn,21,0,420,0,1.0,1.0,5,geometrical_and_fourier,2
10123,10123,13,16,colony006,6,6,gcn,6,0,30,0,1.0,1.0,15,geometrical_and_fourier,2
10124,10124,29,31,colony005,4,5,gcn,4,0,16,0,1.0,1.0,10,geometrical_and_fourier,2
10125,10125,85,88,colony000,61,66,gcn,61,0,3965,0,1.0,1.0,15,geometrical_and_fourier,2
10126,10126,22,23,colony005,3,4,gcn,3,0,9,0,1.0,1.0,5,geometrical_and_fourier,2
10127,10127,5,7,colony005,3,3,gcn,3,0,6,0,1.0,1.0,10,geometrical_and_fourier,2
10128,10128,68,72,colony006,47,50,gcn,47,0,2303,0,1.0,1.0,20,geometrical_and_fourier,2
10129,10129,44,45,colony005,7,7,gcn,7,0,42,0,1.0,1.0,5,geometrical_and_fourier,2
10130,10130,8,9,colony000,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
10131,10131,91,93,colony005,11,11,gcn,11,0,110,0,1.0,1.0,10,geometrical_and_fourier,2
10132,10132,144,145,colony000,348,354,gcn,343,5,122839,5,0.9999188258977856,0.985632183908046,5,geometrical_and_fourier,2
10133,10133,79,83,colony005,10,10,gcn,10,0,90,0,1.0,1.0,20,geometrical_and_fourier,2
10134,10134,47,51,colony005,7,8,gcn,7,0,49,0,1.0,1.0,20,geometrical_and_fourier,2
10135,10135,75,77,colony000,44,46,gcn,44,0,1980,0,1.0,1.0,10,geometrical_and_fourier,2
10136,10136,27,29,colony006,10,10,gcn,10,0,90,0,1.0,1.0,10,geometrical_and_fourier,2
10137,10137,103,105,colony000,105,108,gcn,103,2,11233,2,0.999647266313933,0.9809523809523808,10,geometrical_and_fourier,2
10138,10138,34,37,colony000,12,13,gcn,12,0,144,0,1.0,1.0,15,geometrical_and_fourier,2
10139,10139,72,73,colony000,40,41,gcn,40,0,1600,0,1.0,1.0,5,geometrical_and_fourier,2
10140,10140,46,47,colony006,18,19,gcn,18,0,324,0,1.0,1.0,5,geometrical_and_fourier,2
10141,10141,2,5,colony005,2,3,gcn,2,0,4,0,1.0,1.0,15,geometrical_and_fourier,2
10142,10142,87,89,colony000,63,66,gcn,63,0,4095,0,1.0,1.0,10,geometrical_and_fourier,2
10143,10143,118,120,colony000,165,173,gcn,159,6,28374,6,0.9995796111403048,0.9636363636363636,10,geometrical_and_fourier,2
10144,10144,131,135,colony005,23,23,gcn,23,0,506,0,1.0,1.0,20,geometrical_and_fourier,2
10145,10145,173,174,colony005,36,36,gcn,36,0,1260,0,1.0,1.0,5,geometrical_and_fourier,2
10146,10146,166,168,colony005,35,35,gcn,35,0,1190,0,1.0,1.0,10,geometrical_and_fourier,2
10147,10147,58,62,colony006,30,36,gcn,30,0,1050,0,1.0,1.0,20,geometrical_and_fourier,2
10148,10148,46,48,colony005,7,8,gcn,7,0,49,0,1.0,1.0,10,geometrical_and_fourier,2
10149,10149,68,69,colony006,47,47,gcn,47,0,2162,0,1.0,1.0,5,geometrical_and_fourier,2
10150,10150,61,62,colony006,35,36,gcn,35,0,1225,0,1.0,1.0,5,geometrical_and_fourier,2
10151,10151,15,18,colony006,6,7,gcn,6,0,36,0,1.0,1.0,15,geometrical_and_fourier,2
10152,10152,4,6,colony006,3,4,gcn,3,0,9,0,1.0,1.0,10,geometrical_and_fourier,2
10153,10153,6,10,colony000,4,4,gcn,4,0,12,0,1.0,1.0,20,geometrical_and_fourier,2
10154,10154,96,97,colony006,127,131,gcn,127,0,16510,0,1.0,1.0,5,geometrical_and_fourier,2
10155,10155,6,7,colony005,3,3,gcn,3,0,6,0,1.0,1.0,5,geometrical_and_fourier,2
10156,10156,2,4,colony005,2,3,gcn,2,0,4,0,1.0,1.0,10,geometrical_and_fourier,2
10157,10157,98,102,colony006,137,164,gcn,121,16,22315,16,0.9985757521808796,0.8832116788321168,20,geometrical_and_fourier,2
10158,10158,18,22,colony005,3,3,gcn,3,0,6,0,1.0,1.0,20,geometrical_and_fourier,2
10159,10159,62,66,colony006,36,43,gcn,36,0,1512,0,1.0,1.0,20,geometrical_and_fourier,2
10160,10160,95,97,colony000,77,87,gcn,77,0,6622,0,1.0,1.0,10,geometrical_and_fourier,2
10161,10161,13,17,colony005,3,3,gcn,3,0,6,0,1.0,1.0,20,geometrical_and_fourier,2
10162,10162,60,63,colony006,33,37,gcn,33,0,1188,0,1.0,1.0,15,geometrical_and_fourier,2
10163,10163,151,155,colony005,28,29,gcn,28,0,784,0,1.0,1.0,20,geometrical_and_fourier,2
10164,10164,93,94,colony005,11,12,gcn,11,0,121,0,1.0,1.0,5,geometrical_and_fourier,2
10165,10165,129,130,colony000,227,235,gcn,227,0,53118,0,1.0,1.0,5,geometrical_and_fourier,2
10166,10166,74,77,colony005,10,10,gcn,10,0,90,0,1.0,1.0,15,geometrical_and_fourier,2
10167,10167,119,122,colony000,168,185,gcn,164,4,30908,4,0.9997425997425996,0.9761904761904762,15,geometrical_and_fourier,2
10168,10168,0,4,colony005,2,3,gcn,2,0,4,0,1.0,1.0,20,geometrical_and_fourier,2
