,index,t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff,assgraphs,seed
3919,3919,72,75,colony006,50,57,gcn,50,0,2800,0,1.0,1.0,15,geometrical_features_only,2
3920,3920,67,69,colony005,9,9,gcn,9,0,72,0,1.0,1.0,10,geometrical_features_only,2
3921,3921,78,81,colony000,50,54,gcn,50,0,2650,0,1.0,1.0,15,geometrical_features_only,2
3922,3922,72,76,colony006,50,60,gcn,50,0,2950,0,1.0,1.0,20,geometrical_features_only,2
3923,3923,1,3,colony006,3,3,gcn,3,0,6,0,1.0,1.0,10,geometrical_features_only,2
3924,3924,58,60,colony005,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_features_only,2
3925,3925,65,66,colony000,31,33,gcn,31,0,992,0,1.0,1.0,5,geometrical_features_only,2
3926,3926,140,144,colony000,311,348,gcn,298,13,107904,13,0.9997597664190412,0.9581993569131833,20,geometrical_features_only,2
3927,3927,129,133,colony005,23,23,gcn,23,0,506,0,1.0,1.0,20,geometrical_features_only,2
3928,3928,41,45,colony005,7,7,gcn,7,0,42,0,1.0,1.0,20,geometrical_features_only,2
3929,3929,123,127,colony000,191,211,gcn,182,9,40102,8,0.9995781742388526,0.9553805774278216,20,geometrical_features_only,2
3930,3930,4,8,colony005,3,3,gcn,3,0,6,0,1.0,1.0,20,geometrical_features_only,2
3931,3931,120,121,colony000,173,176,gcn,173,0,30275,0,1.0,1.0,5,geometrical_features_only,2
3932,3932,82,84,colony006,74,81,gcn,74,0,5920,0,1.0,1.0,10,geometrical_features_only,2
3933,3933,35,37,colony000,13,13,gcn,13,0,156,0,1.0,1.0,10,geometrical_features_only,2
3934,3934,127,131,colony000,211,236,gcn,199,12,49573,12,0.999518033576994,0.943127962085308,20,geometrical_features_only,2
3935,3935,135,136,colony005,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_features_only,2
3936,3936,56,58,colony000,23,24,gcn,23,0,529,0,1.0,1.0,10,geometrical_features_only,2
3937,3937,56,58,colony006,29,30,gcn,29,0,841,0,1.0,1.0,10,geometrical_features_only,2
3938,3938,92,96,colony005,11,12,gcn,11,0,121,0,1.0,1.0,20,geometrical_features_only,2
3939,3939,172,173,colony005,36,36,gcn,36,0,1260,0,1.0,1.0,5,geometrical_features_only,2
3940,3940,28,32,colony006,10,11,gcn,10,0,100,0,1.0,1.0,20,geometrical_features_only,2
3941,3941,5,6,colony005,3,3,gcn,3,0,6,0,1.0,1.0,5,geometrical_features_only,2
3942,3942,48,49,colony000,18,19,gcn,18,0,324,0,1.0,1.0,5,geometrical_features_only,2
3943,3943,12,16,colony006,6,6,gcn,6,0,30,0,1.0,1.0,20,geometrical_features_only,2
3944,3944,136,137,colony000,274,282,gcn,271,3,76991,3,0.9999223481907128,0.9890510948905108,5,geometrical_features_only,2
3945,3945,37,40,colony000,13,14,gcn,13,0,169,0,1.0,1.0,15,geometrical_features_only,2
3946,3946,101,103,colony005,14,14,gcn,14,0,182,0,1.0,1.0,10,geometrical_features_only,2
3947,3947,46,47,colony000,15,16,gcn,15,0,225,0,1.0,1.0,5,geometrical_features_only,2
3948,3948,70,74,colony005,9,10,gcn,9,0,81,0,1.0,1.0,20,geometrical_features_only,2
3949,3949,123,125,colony000,191,199,gcn,184,7,37812,6,0.9996579757425872,0.9658792650918636,10,geometrical_features_only,2
3950,3950,3,5,colony005,3,3,gcn,3,0,6,0,1.0,1.0,10,geometrical_features_only,2
3951,3951,80,81,colony000,54,54,gcn,54,0,2862,0,1.0,1.0,5,geometrical_features_only,2
3952,3952,117,118,colony000,159,165,gcn,158,1,26076,0,0.999961882980751,0.996845425867508,5,geometrical_features_only,2
3953,3953,127,129,colony005,22,23,gcn,22,0,484,0,1.0,1.0,10,geometrical_features_only,2
3954,3954,165,167,colony005,34,35,gcn,34,0,1156,0,1.0,1.0,10,geometrical_features_only,2
3955,3955,28,30,colony005,4,5,gcn,4,0,16,0,1.0,1.0,10,geometrical_features_only,2
3956,3956,52,56,colony005,8,8,gcn,8,0,56,0,1.0,1.0,20,geometrical_features_only,2
3957,3957,100,104,colony000,99,107,gcn,97,2,10492,2,0.9996223921457568,0.9797979797979798,20,geometrical_features_only,2
3958,3958,51,54,colony000,19,22,gcn,19,0,399,0,1.0,1.0,15,geometrical_features_only,2
3959,3959,100,104,colony005,13,14,gcn,13,0,169,0,1.0,1.0,20,geometrical_features_only,2
3960,3960,70,74,colony000,39,44,gcn,39,0,1677,0,1.0,1.0,20,geometrical_features_only,2
3961,3961,57,58,colony005,8,8,gcn,8,0,56,0,1.0,1.0,5,geometrical_features_only,2
3962,3962,104,108,colony005,14,14,gcn,14,0,182,0,1.0,1.0,20,geometrical_features_only,2
3963,3963,16,17,colony000,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_features_only,2
3964,3964,108,109,colony006,204,213,gcn,204,0,43248,0,1.0,1.0,5,geometrical_features_only,2
3965,3965,83,86,colony005,10,10,gcn,10,0,90,0,1.0,1.0,15,geometrical_features_only,2
3966,3966,94,98,colony005,12,12,gcn,12,0,132,0,1.0,1.0,20,geometrical_features_only,2
3967,3967,1,4,colony005,2,3,gcn,2,0,4,0,1.0,1.0,15,geometrical_features_only,2
3968,3968,60,64,colony000,26,30,gcn,26,0,754,0,1.0,1.0,20,geometrical_features_only,2
3969,3969,70,72,colony006,47,50,gcn,47,0,2303,0,1.0,1.0,10,geometrical_features_only,2
3970,3970,150,154,colony005,27,28,gcn,27,0,729,0,1.0,1.0,20,geometrical_features_only,2
3971,3971,39,42,colony000,14,14,gcn,14,0,182,0,1.0,1.0,15,geometrical_features_only,2
3972,3972,103,104,colony000,105,107,gcn,103,2,11128,2,0.9996439697374276,0.9809523809523808,5,geometrical_features_only,2
3973,3973,3,4,colony005,3,3,gcn,3,0,6,0,1.0,1.0,5,geometrical_features_only,2
3974,3974,99,102,colony000,95,103,gcn,94,1,9689,1,0.999795605518651,0.9894736842105264,15,geometrical_features_only,2
3975,3975,11,13,colony005,3,3,gcn,3,0,6,0,1.0,1.0,10,geometrical_features_only,2
3976,3976,27,30,colony005,4,5,gcn,4,0,16,0,1.0,1.0,15,geometrical_features_only,2
3977,3977,157,159,colony005,29,31,gcn,29,0,870,0,1.0,1.0,10,geometrical_features_only,2
3978,3978,64,67,colony000,30,33,gcn,30,0,960,0,1.0,1.0,15,geometrical_features_only,2
3979,3979,10,13,colony005,3,3,gcn,3,0,6,0,1.0,1.0,15,geometrical_features_only,2
3980,3980,13,16,colony000,4,4,gcn,4,0,12,0,1.0,1.0,15,geometrical_features_only,2
3981,3981,136,137,colony005,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_features_only,2
3982,3982,53,54,colony005,8,8,gcn,8,0,56,0,1.0,1.0,5,geometrical_features_only,2
3983,3983,70,73,colony006,47,52,gcn,47,0,2397,0,1.0,1.0,15,geometrical_features_only,2
3984,3984,125,129,colony005,21,23,gcn,21,0,462,0,1.0,1.0,20,geometrical_features_only,2
3985,3985,59,63,colony006,32,37,gcn,32,0,1152,0,1.0,1.0,20,geometrical_features_only,2
3986,3986,18,22,colony006,7,8,gcn,7,0,49,0,1.0,1.0,20,geometrical_features_only,2
3987,3987,91,92,colony006,107,112,gcn,107,0,11877,0,1.0,1.0,5,geometrical_features_only,2
3988,3988,95,98,colony005,12,12,gcn,12,0,132,0,1.0,1.0,15,geometrical_features_only,2
3989,3989,34,36,colony006,12,14,gcn,12,0,156,0,1.0,1.0,10,geometrical_features_only,2
3990,3990,139,143,colony000,297,339,gcn,283,14,100372,14,0.999721899426914,0.9528619528619529,20,geometrical_features_only,2
3991,3991,56,60,colony006,29,33,gcn,29,0,928,0,1.0,1.0,20,geometrical_features_only,2
3992,3992,79,83,colony000,52,57,gcn,52,0,2912,0,1.0,1.0,20,geometrical_features_only,2
3993,3993,72,75,colony000,40,44,gcn,40,0,1720,0,1.0,1.0,15,geometrical_features_only,2
3994,3994,31,34,colony005,5,6,gcn,5,0,25,0,1.0,1.0,15,geometrical_features_only,2
3995,3995,101,104,colony000,100,107,gcn,99,1,10599,1,0.9998130841121496,0.99,15,geometrical_features_only,2
3996,3996,62,64,colony000,27,30,gcn,27,0,783,0,1.0,1.0,10,geometrical_features_only,2
3997,3997,117,119,colony006,294,331,gcn,285,9,97011,9,0.9998150317528824,0.9693877551020408,10,geometrical_features_only,2
3998,3998,2,6,colony000,4,4,gcn,4,0,12,0,1.0,1.0,20,geometrical_features_only,2
3999,3999,80,83,colony006,70,78,gcn,69,1,5389,1,0.9996336996336996,0.9857142857142858,15,geometrical_features_only,2
4000,4000,5,7,colony006,3,4,gcn,3,0,9,0,1.0,1.0,10,geometrical_features_only,2
4001,4001,154,156,colony005,28,29,gcn,28,0,784,0,1.0,1.0,10,geometrical_features_only,2
4002,4002,97,100,colony000,87,99,gcn,87,0,8526,0,1.0,1.0,15,geometrical_features_only,2
4003,4003,68,69,colony000,35,38,gcn,35,0,1295,0,1.0,1.0,5,geometrical_features_only,2
4004,4004,101,105,colony005,14,14,gcn,14,0,182,0,1.0,1.0,20,geometrical_features_only,2
4005,4005,113,116,colony006,251,279,gcn,246,5,69773,5,0.9998572020163076,0.9800796812749004,15,geometrical_features_only,2
4006,4006,84,86,colony000,60,61,gcn,59,1,3600,0,0.999726775956284,0.9915966386554622,10,geometrical_features_only,2
4007,4007,43,47,colony005,7,7,gcn,7,0,42,0,1.0,1.0,20,geometrical_features_only,2
4008,4008,141,142,colony000,316,328,gcn,315,1,103331,1,0.9999807039209632,0.9968354430379748,5,geometrical_features_only,2
4009,4009,108,111,colony000,122,131,gcn,117,5,15855,5,0.9993742960830936,0.9590163934426228,15,geometrical_features_only,2
4010,4010,124,126,colony005,21,21,gcn,21,0,420,0,1.0,1.0,10,geometrical_features_only,2
4011,4011,42,44,colony006,17,17,gcn,17,0,272,0,1.0,1.0,10,geometrical_features_only,2
4012,4012,113,115,colony006,251,267,gcn,251,0,66766,0,1.0,1.0,10,geometrical_features_only,2
4013,4013,75,76,colony005,10,10,gcn,10,0,90,0,1.0,1.0,5,geometrical_features_only,2
4014,4014,65,68,colony006,42,47,gcn,40,2,1930,2,0.9979736575481256,0.9523809523809524,15,geometrical_features_only,2
4015,4015,122,126,colony005,21,21,gcn,21,0,420,0,1.0,1.0,20,geometrical_features_only,2
4016,4016,106,108,colony005,14,14,gcn,14,0,182,0,1.0,1.0,10,geometrical_features_only,2
4017,4017,37,41,colony006,14,17,gcn,14,0,224,0,1.0,1.0,20,geometrical_features_only,2
4018,4018,105,106,colony005,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_features_only,2
4019,4019,30,33,colony000,8,12,gcn,7,1,87,1,0.9791666666666666,0.875,15,geometrical_features_only,2
4020,4020,48,50,colony005,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_features_only,2
4021,4021,16,17,colony006,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_features_only,2
4022,4022,143,147,colony005,24,26,gcn,24,0,600,0,1.0,1.0,20,geometrical_features_only,2
4023,4023,94,95,colony000,76,77,gcn,76,0,5776,0,1.0,1.0,5,geometrical_features_only,2
4024,4024,132,133,colony005,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_features_only,2
4025,4025,85,88,colony006,84,91,gcn,84,0,7560,0,1.0,1.0,15,geometrical_features_only,2
4026,4026,40,43,colony006,16,17,gcn,16,0,256,0,1.0,1.0,15,geometrical_features_only,2
4027,4027,80,83,colony005,10,10,gcn,10,0,90,0,1.0,1.0,15,geometrical_features_only,2
4028,4028,103,106,colony006,167,191,gcn,161,6,31724,6,0.9996237890710724,0.9640718562874252,15,geometrical_features_only,2
4029,4029,152,155,colony005,28,29,gcn,28,0,784,0,1.0,1.0,15,geometrical_features_only,2
4030,4030,33,35,colony006,12,13,gcn,12,0,144,0,1.0,1.0,10,geometrical_features_only,2
4031,4031,1,5,colony000,4,4,gcn,4,0,12,0,1.0,1.0,20,geometrical_features_only,2
4032,4032,157,158,colony005,29,30,gcn,29,0,841,0,1.0,1.0,5,geometrical_features_only,2
4033,4033,30,34,colony006,11,12,gcn,10,1,120,1,0.9848484848484848,0.9090909090909092,20,geometrical_features_only,2
4034,4034,84,88,colony005,10,11,gcn,10,0,100,0,1.0,1.0,20,geometrical_features_only,2
4035,4035,139,143,colony005,24,24,gcn,24,0,552,0,1.0,1.0,20,geometrical_features_only,2
4036,4036,102,103,colony005,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_features_only,2
4037,4037,43,44,colony005,7,7,gcn,7,0,42,0,1.0,1.0,5,geometrical_features_only,2
4038,4038,102,105,colony006,164,184,gcn,162,2,30010,2,0.9998674443266172,0.9878048780487804,15,geometrical_features_only,2
4039,4039,104,106,colony005,14,14,gcn,14,0,182,0,1.0,1.0,10,geometrical_features_only,2
4040,4040,29,32,colony000,8,10,gcn,8,0,72,0,1.0,1.0,15,geometrical_features_only,2
4041,4041,48,51,colony006,20,25,gcn,19,1,479,1,0.996,0.95,15,geometrical_features_only,2
4042,4042,52,54,colony006,26,28,gcn,26,0,702,0,1.0,1.0,10,geometrical_features_only,2
4043,4043,57,60,colony006,30,33,gcn,30,0,960,0,1.0,1.0,15,geometrical_features_only,2
4044,4044,42,44,colony005,7,7,gcn,7,0,42,0,1.0,1.0,10,geometrical_features_only,2
4045,4045,173,177,colony005,36,37,gcn,34,2,1294,2,0.996996996996997,0.9444444444444444,20,geometrical_features_only,2
4046,4046,6,7,colony006,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_features_only,2
4047,4047,110,114,colony000,126,143,gcn,124,2,17890,2,0.9997779997779996,0.984126984126984,20,geometrical_features_only,2
4048,4048,97,99,colony000,87,95,gcn,87,0,8178,0,1.0,1.0,10,geometrical_features_only,2
4049,4049,134,138,colony000,257,290,gcn,231,26,74248,25,0.9993157117939084,0.9005847953216374,20,geometrical_features_only,2
4050,4050,25,27,colony000,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_features_only,2
4051,4051,109,112,colony006,213,237,gcn,208,5,50263,5,0.9998019056674788,0.976525821596244,15,geometrical_features_only,2
4052,4052,31,34,colony000,8,12,gcn,7,1,87,1,0.9791666666666666,0.875,15,geometrical_features_only,2
4053,4053,8,11,colony006,5,6,gcn,5,0,25,0,1.0,1.0,15,geometrical_features_only,2
4054,4054,10,12,colony000,4,4,gcn,4,0,12,0,1.0,1.0,10,geometrical_features_only,2
4055,4055,103,107,colony000,105,121,gcn,100,5,12595,5,0.9992129083038174,0.9523809523809524,20,geometrical_features_only,2
4056,4056,108,111,colony005,14,14,gcn,14,0,182,0,1.0,1.0,15,geometrical_features_only,2
4057,4057,16,19,colony006,6,7,gcn,6,0,36,0,1.0,1.0,15,geometrical_features_only,2
4058,4058,2,5,colony006,3,3,gcn,3,0,6,0,1.0,1.0,15,geometrical_features_only,2
4059,4059,3,7,colony006,3,4,gcn,3,0,9,0,1.0,1.0,20,geometrical_features_only,2
4060,4060,65,66,colony006,42,43,gcn,42,0,1764,0,1.0,1.0,5,geometrical_features_only,2
4061,4061,18,21,colony000,6,7,gcn,6,0,36,0,1.0,1.0,15,geometrical_features_only,2
4062,4062,55,58,colony006,28,30,gcn,28,0,812,0,1.0,1.0,15,geometrical_features_only,2
4063,4063,122,126,colony000,185,202,gcn,171,14,37172,13,0.9992774953170992,0.926829268292683,20,geometrical_features_only,2
4064,4064,80,84,colony005,10,10,gcn,10,0,90,0,1.0,1.0,20,geometrical_features_only,2
4065,4065,112,116,colony006,237,279,gcn,195,42,65844,42,0.9987296402159612,0.8227848101265823,20,geometrical_features_only,2
4066,4066,86,89,colony000,61,66,gcn,61,0,3965,0,1.0,1.0,15,geometrical_features_only,2
4067,4067,110,113,colony000,126,136,gcn,125,1,17009,1,0.9998832866479924,0.992063492063492,15,geometrical_features_only,2
4068,4068,28,30,colony006,10,11,gcn,10,0,100,0,1.0,1.0,10,geometrical_features_only,2
4069,4069,135,138,colony005,23,23,gcn,23,0,506,0,1.0,1.0,15,geometrical_features_only,2
4070,4070,23,24,colony006,9,9,gcn,9,0,72,0,1.0,1.0,5,geometrical_features_only,2
4071,4071,90,91,colony005,11,11,gcn,11,0,110,0,1.0,1.0,5,geometrical_features_only,2
4072,4072,8,12,colony005,3,3,gcn,3,0,6,0,1.0,1.0,20,geometrical_features_only,2
4073,4073,85,87,colony006,84,85,gcn,84,0,7056,0,1.0,1.0,10,geometrical_features_only,2
4074,4074,114,115,colony005,15,15,gcn,15,0,210,0,1.0,1.0,5,geometrical_features_only,2
4075,4075,33,37,colony005,5,6,gcn,5,0,25,0,1.0,1.0,20,geometrical_features_only,2
4076,4076,71,73,colony006,49,52,gcn,49,0,2499,0,1.0,1.0,10,geometrical_features_only,2
4077,4077,52,54,colony005,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_features_only,2
4078,4078,12,13,colony000,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_features_only,2
4079,4079,20,21,colony005,3,3,gcn,3,0,6,0,1.0,1.0,5,geometrical_features_only,2
4080,4080,115,117,colony000,148,159,gcn,147,1,23384,0,0.999957504674486,0.9966101694915256,10,geometrical_features_only,2
4081,4081,142,144,colony005,24,24,gcn,24,0,552,0,1.0,1.0,10,geometrical_features_only,2
4082,4082,114,118,colony006,262,310,gcn,230,32,80926,32,0.9992120167446442,0.8778625954198473,20,geometrical_features_only,2
4083,4083,30,31,colony005,5,5,gcn,5,0,20,0,1.0,1.0,5,geometrical_features_only,2
4084,4084,59,60,colony005,8,8,gcn,8,0,56,0,1.0,1.0,5,geometrical_features_only,2
4085,4085,71,75,colony000,39,44,gcn,39,0,1677,0,1.0,1.0,20,geometrical_features_only,2
4086,4086,3,5,colony000,4,4,gcn,4,0,12,0,1.0,1.0,10,geometrical_features_only,2
4087,4087,44,46,colony005,7,7,gcn,7,0,42,0,1.0,1.0,10,geometrical_features_only,2
4088,4088,178,179,colony005,38,38,gcn,38,0,1406,0,1.0,1.0,5,geometrical_features_only,2
4089,4089,157,160,colony005,29,31,gcn,28,1,869,1,0.9977753058954394,0.9655172413793104,15,geometrical_features_only,2
4090,4090,77,78,colony005,10,10,gcn,10,0,90,0,1.0,1.0,5,geometrical_features_only,2
4091,4091,66,70,colony006,43,47,gcn,40,3,1975,3,0.9970311726867888,0.9302325581395348,20,geometrical_features_only,2
4092,4092,91,92,colony005,11,11,gcn,11,0,110,0,1.0,1.0,5,geometrical_features_only,2
4093,4093,130,133,colony005,23,23,gcn,23,0,506,0,1.0,1.0,15,geometrical_features_only,2
4094,4094,105,109,colony005,14,14,gcn,14,0,182,0,1.0,1.0,20,geometrical_features_only,2
4095,4095,89,93,colony000,66,76,gcn,66,0,4950,0,1.0,1.0,20,geometrical_features_only,2
4096,4096,20,23,colony006,7,9,gcn,7,0,56,0,1.0,1.0,15,geometrical_features_only,2
4097,4097,83,85,colony006,78,84,gcn,78,0,6474,0,1.0,1.0,10,geometrical_features_only,2
4098,4098,85,87,colony000,61,63,gcn,61,0,3782,0,1.0,1.0,10,geometrical_features_only,2
4099,4099,26,29,colony005,4,4,gcn,4,0,12,0,1.0,1.0,15,geometrical_features_only,2
4100,4100,41,44,colony000,14,14,gcn,14,0,182,0,1.0,1.0,15,geometrical_features_only,2
4101,4101,35,39,colony005,6,7,gcn,6,0,36,0,1.0,1.0,20,geometrical_features_only,2
4102,4102,88,89,colony000,66,66,gcn,66,0,4290,0,1.0,1.0,5,geometrical_features_only,2
4103,4103,121,123,colony000,176,191,gcn,173,3,33437,3,0.9998215135649692,0.9829545454545454,10,geometrical_features_only,2
4104,4104,88,92,colony006,91,112,gcn,91,0,10101,0,1.0,1.0,20,geometrical_features_only,2
4105,4105,144,147,colony005,24,26,gcn,24,0,600,0,1.0,1.0,15,geometrical_features_only,2
4106,4106,30,33,colony005,5,5,gcn,5,0,20,0,1.0,1.0,15,geometrical_features_only,2
4107,4107,174,177,colony005,36,37,gcn,34,2,1294,2,0.996996996996997,0.9444444444444444,15,geometrical_features_only,2
4108,4108,15,18,colony000,4,6,gcn,4,0,20,0,1.0,1.0,15,geometrical_features_only,2
4109,4109,57,59,colony006,30,32,gcn,30,0,930,0,1.0,1.0,10,geometrical_features_only,2
4110,4110,100,103,colony006,148,167,gcn,148,0,24568,0,1.0,1.0,15,geometrical_features_only,2
4111,4111,162,164,colony005,33,34,gcn,33,0,1089,0,1.0,1.0,10,geometrical_features_only,2
4112,4112,52,53,colony006,26,26,gcn,26,0,650,0,1.0,1.0,5,geometrical_features_only,2
4113,4113,20,21,colony000,7,7,gcn,7,0,42,0,1.0,1.0,5,geometrical_features_only,2
4114,4114,26,28,colony000,8,8,gcn,8,0,56,0,1.0,1.0,10,geometrical_features_only,2
4115,4115,42,46,colony000,14,15,gcn,14,0,196,0,1.0,1.0,20,geometrical_features_only,2
4116,4116,61,64,colony000,26,30,gcn,26,0,754,0,1.0,1.0,15,geometrical_features_only,2
4117,4117,81,85,colony000,54,61,gcn,52,2,3239,1,0.999089253187614,0.97196261682243,20,geometrical_features_only,2
4118,4118,81,84,colony000,54,60,gcn,54,0,3186,0,1.0,1.0,15,geometrical_features_only,2
4119,4119,68,69,colony005,9,9,gcn,9,0,72,0,1.0,1.0,5,geometrical_features_only,2
4120,4120,134,136,colony005,23,23,gcn,23,0,506,0,1.0,1.0,10,geometrical_features_only,2
4121,4121,114,117,colony006,262,294,gcn,249,13,76753,13,0.999662460404009,0.950381679389313,15,geometrical_features_only,2
4122,4122,128,130,colony000,218,235,gcn,218,0,51012,0,1.0,1.0,10,geometrical_features_only,2
4123,4123,28,29,colony005,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_features_only,2
4124,4124,43,47,colony000,14,16,gcn,14,0,210,0,1.0,1.0,20,geometrical_features_only,2
4125,4125,164,167,colony005,34,35,gcn,34,0,1156,0,1.0,1.0,15,geometrical_features_only,2
4126,4126,83,84,colony006,78,81,gcn,78,0,6240,0,1.0,1.0,5,geometrical_features_only,2
4127,4127,32,36,colony005,5,6,gcn,5,0,25,0,1.0,1.0,20,geometrical_features_only,2
4128,4128,100,101,colony000,99,100,gcn,99,0,9801,0,1.0,1.0,5,geometrical_features_only,2
4129,4129,73,74,colony006,52,54,gcn,52,0,2756,0,1.0,1.0,5,geometrical_features_only,2
4130,4130,95,96,colony005,12,12,gcn,12,0,132,0,1.0,1.0,5,geometrical_features_only,2
4131,4131,16,18,colony000,4,6,gcn,4,0,20,0,1.0,1.0,10,geometrical_features_only,2
4132,4132,84,86,colony005,10,10,gcn,10,0,90,0,1.0,1.0,10,geometrical_features_only,2
4133,4133,107,108,colony005,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_features_only,2
4134,4134,54,55,colony000,22,23,gcn,22,0,484,0,1.0,1.0,5,geometrical_features_only,2
4135,4135,131,132,colony000,236,242,gcn,235,1,56876,0,0.9999824905448944,0.9978768577494692,5,geometrical_features_only,2
4136,4136,68,71,colony000,35,39,gcn,35,0,1330,0,1.0,1.0,15,geometrical_features_only,2
4137,4137,14,18,colony005,3,3,gcn,3,0,6,0,1.0,1.0,20,geometrical_features_only,2
4138,4138,128,132,colony000,218,242,gcn,208,10,52529,9,0.999639851391311,0.9563218390804598,20,geometrical_features_only,2
4139,4139,48,52,colony000,18,20,gcn,17,1,341,1,0.9944444444444444,0.9444444444444444,20,geometrical_features_only,2
4140,4140,72,74,colony006,50,54,gcn,50,0,2650,0,1.0,1.0,10,geometrical_features_only,2
4141,4141,15,17,colony005,3,3,gcn,3,0,6,0,1.0,1.0,10,geometrical_features_only,2
4142,4142,110,112,colony000,126,133,gcn,126,0,16632,0,1.0,1.0,10,geometrical_features_only,2
4143,4143,94,98,colony000,76,94,gcn,72,4,7064,4,0.9988801791713324,0.9473684210526316,20,geometrical_features_only,2
4144,4144,163,165,colony005,33,34,gcn,33,0,1089,0,1.0,1.0,10,geometrical_features_only,2
4145,4145,49,52,colony000,19,20,gcn,19,0,361,0,1.0,1.0,15,geometrical_features_only,2
4146,4146,92,95,colony000,75,77,gcn,75,0,5700,0,1.0,1.0,15,geometrical_features_only,2
4147,4147,24,25,colony000,8,8,gcn,8,0,56,0,1.0,1.0,5,geometrical_features_only,2
4148,4148,2,6,colony005,2,3,gcn,2,0,4,0,1.0,1.0,20,geometrical_features_only,2
4149,4149,100,102,colony006,148,164,gcn,148,0,24124,0,1.0,1.0,10,geometrical_features_only,2
4150,4150,53,57,colony005,8,8,gcn,8,0,56,0,1.0,1.0,20,geometrical_features_only,2
4151,4151,33,36,colony006,12,14,gcn,11,1,155,1,0.988095238095238,0.9166666666666666,15,geometrical_features_only,2
4152,4152,30,34,colony000,8,12,gcn,7,1,87,1,0.9791666666666666,0.875,20,geometrical_features_only,2
4153,4153,62,66,colony005,8,9,gcn,8,0,64,0,1.0,1.0,20,geometrical_features_only,2
4154,4154,94,97,colony005,12,12,gcn,12,0,132,0,1.0,1.0,15,geometrical_features_only,2
4155,4155,49,53,colony005,8,8,gcn,8,0,56,0,1.0,1.0,20,geometrical_features_only,2
4156,4156,125,127,colony000,199,211,gcn,199,0,41790,0,1.0,1.0,10,geometrical_features_only,2
4157,4157,148,152,colony005,26,28,gcn,26,0,702,0,1.0,1.0,20,geometrical_features_only,2
4158,4158,73,77,colony005,9,10,gcn,9,0,81,0,1.0,1.0,20,geometrical_features_only,2
4159,4159,75,78,colony000,44,50,gcn,44,0,2156,0,1.0,1.0,15,geometrical_features_only,2
4160,4160,148,151,colony005,26,28,gcn,26,0,702,0,1.0,1.0,15,geometrical_features_only,2
4161,4161,139,141,colony000,297,316,gcn,293,4,93551,4,0.9999147594084304,0.9865319865319864,10,geometrical_features_only,2
4162,4162,62,63,colony006,36,37,gcn,36,0,1296,0,1.0,1.0,5,geometrical_features_only,2
4163,4163,13,15,colony005,3,3,gcn,3,0,6,0,1.0,1.0,10,geometrical_features_only,2
4164,4164,99,103,colony006,144,167,gcn,135,9,23895,9,0.999251497005988,0.9375,20,geometrical_features_only,2
4165,4165,177,180,colony005,37,38,gcn,37,0,1369,0,1.0,1.0,15,geometrical_features_only,2
4166,4166,89,92,colony005,11,11,gcn,11,0,110,0,1.0,1.0,15,geometrical_features_only,2
4167,4167,13,15,colony000,4,4,gcn,4,0,12,0,1.0,1.0,10,geometrical_features_only,2
4168,4168,34,37,colony006,12,14,gcn,11,1,155,1,0.988095238095238,0.9166666666666666,15,geometrical_features_only,2
4169,4169,11,15,colony006,6,6,gcn,6,0,30,0,1.0,1.0,20,geometrical_features_only,2
4170,4170,109,111,colony005,14,14,gcn,14,0,182,0,1.0,1.0,10,geometrical_features_only,2
4171,4171,72,73,colony006,50,52,gcn,50,0,2550,0,1.0,1.0,5,geometrical_features_only,2
4172,4172,4,7,colony006,3,4,gcn,3,0,9,0,1.0,1.0,15,geometrical_features_only,2
4173,4173,83,84,colony000,57,60,gcn,57,0,3363,0,1.0,1.0,5,geometrical_features_only,2
4174,4174,25,29,colony000,8,8,gcn,8,0,56,0,1.0,1.0,20,geometrical_features_only,2
4175,4175,15,19,colony006,6,7,gcn,6,0,36,0,1.0,1.0,20,geometrical_features_only,2
4176,4176,132,134,colony005,23,23,gcn,23,0,506,0,1.0,1.0,10,geometrical_features_only,2
4177,4177,123,127,colony005,21,22,gcn,21,0,441,0,1.0,1.0,20,geometrical_features_only,2
4178,4178,61,63,colony005,8,9,gcn,8,0,64,0,1.0,1.0,10,geometrical_features_only,2
4179,4179,41,43,colony005,7,7,gcn,7,0,42,0,1.0,1.0,10,geometrical_features_only,2
4180,4180,129,130,colony005,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_features_only,2
4181,4181,69,71,colony005,9,9,gcn,9,0,72,0,1.0,1.0,10,geometrical_features_only,2
