,t1,t2,method,tp,fp,tn,fn,acc,f1,num_cells1,num_cells2,timediff
1894,109,112,tracx,26,0,728,0,1.0,1.0,14,15,15
1895,110,113,tracx,26,0,840,2,0.9976958525345622,0.9629629629629629,14,15,15
1896,111,114,tracx,26,0,896,2,0.9978354978354979,0.9629629629629629,14,15,15
1897,112,115,tracx,26,0,986,3,0.9970443349753695,0.9454545454545454,15,15,15
1898,113,116,tracx,30,0,1085,1,0.9991039426523297,0.9836065573770492,15,17,15
1899,114,117,tracx,31,1,1154,2,0.9974747474747475,0.9538461538461539,15,18,15
1900,115,118,tracx,34,0,1260,1,0.9992277992277993,0.9855072463768116,15,18,15
1901,116,119,tracx,35,0,1332,1,0.9992690058479532,0.9859154929577465,17,18,15
1902,117,120,tracx,0,0,70,2,0.9722222222222222,0.0,18,19,15
1903,118,121,tracx,0,0,108,3,0.972972972972973,0.0,18,21,15
1904,119,122,tracx,0,0,111,3,0.9736842105263158,0.0,18,21,15
1905,120,123,tracx,2,0,4,0,1.0,1.0,19,21,15
1906,121,124,tracx,3,0,6,0,1.0,1.0,21,21,15
1907,122,125,tracx,3,0,6,0,1.0,1.0,21,21,15
1908,123,126,tracx,3,0,6,0,1.0,1.0,21,21,15
1909,124,127,tracx,3,0,9,0,1.0,1.0,21,22,15
1910,125,128,tracx,3,0,9,0,1.0,1.0,21,23,15
1911,126,129,tracx,3,0,9,0,1.0,1.0,21,23,15
1912,127,130,tracx,4,0,16,0,1.0,1.0,22,23,15
1913,128,131,tracx,4,0,20,0,1.0,1.0,23,23,15
1914,129,132,tracx,4,0,20,0,1.0,1.0,23,23,15
1915,130,133,tracx,5,0,30,0,1.0,1.0,23,23,15
1916,131,134,tracx,6,0,36,0,1.0,1.0,23,23,15
1917,132,135,tracx,6,0,36,0,1.0,1.0,23,23,15
1918,133,136,tracx,7,0,49,0,1.0,1.0,23,23,15
1919,134,137,tracx,7,0,49,0,1.0,1.0,23,23,15
1920,135,138,tracx,7,0,49,0,1.0,1.0,23,23,15
1921,136,139,tracx,8,0,56,0,1.0,1.0,23,24,15
1922,137,140,tracx,8,0,56,0,1.0,1.0,23,24,15
1923,138,141,tracx,8,0,64,0,1.0,1.0,23,24,15
1924,139,142,tracx,8,0,64,0,1.0,1.0,24,24,15
1925,140,143,tracx,8,0,64,0,1.0,1.0,24,24,15
1926,141,144,tracx,9,0,81,0,1.0,1.0,24,24,15
1927,142,145,tracx,9,0,81,0,1.0,1.0,24,24,15
1928,143,146,tracx,9,0,81,0,1.0,1.0,24,24,15
1929,144,147,tracx,10,0,90,0,1.0,1.0,24,26,15
1930,145,148,tracx,10,0,90,0,1.0,1.0,24,26,15
1931,146,149,tracx,10,0,100,0,1.0,1.0,24,27,15
1932,147,150,tracx,10,0,100,0,1.0,1.0,26,27,15
1933,148,151,tracx,10,0,110,0,1.0,1.0,26,28,15
1934,149,152,tracx,11,0,121,0,1.0,1.0,27,28,15
1935,150,153,tracx,11,0,143,0,1.0,1.0,27,28,15
1936,151,154,tracx,12,0,156,0,1.0,1.0,28,28,15
1937,152,155,tracx,12,0,156,0,1.0,1.0,28,29,15
1938,153,156,tracx,13,0,182,1,0.9948979591836735,0.9629629629629629,28,29,15
1939,154,157,tracx,14,0,196,0,1.0,1.0,28,29,15
1940,155,158,tracx,13,0,224,1,0.9957983193277311,0.9629629629629629,29,30,15
1941,156,159,tracx,13,0,238,1,0.996031746031746,0.9629629629629629,29,31,15
1942,157,160,tracx,13,0,300,2,0.9936507936507937,0.9285714285714286,29,31,15
1943,158,161,tracx,15,0,340,2,0.9943977591036415,0.9375,30,31,15
1944,159,162,tracx,18,0,396,0,1.0,1.0,31,33,15
1945,160,163,tracx,19,0,462,2,0.9958592132505176,0.95,31,33,15
1946,161,164,tracx,21,0,462,0,1.0,1.0,31,34,15
1947,162,165,tracx,22,0,506,1,0.998109640831758,0.9777777777777777,33,34,15
1948,163,166,tracx,23,0,529,0,1.0,1.0,33,35,15
1949,164,167,tracx,23,0,529,0,1.0,1.0,34,35,15
1950,165,168,tracx,23,0,529,0,1.0,1.0,34,35,15
1951,166,169,tracx,24,0,624,0,1.0,1.0,35,36,15
1952,167,170,tracx,24,0,648,0,1.0,1.0,35,36,15
1953,168,171,tracx,24,0,672,0,1.0,1.0,35,36,15
1954,169,172,tracx,26,0,783,1,0.9987654320987654,0.9811320754716981,36,36,15
1955,170,173,tracx,26,0,840,2,0.9976958525345622,0.9629629629629629,36,36,15
1956,171,174,tracx,24,1,956,5,0.9939148073022313,0.8888888888888888,36,36,15
1957,172,175,tracx,27,1,1019,3,0.9961904761904762,0.9310344827586207,36,37,15
1958,173,176,tracx,29,1,1084,2,0.9973118279569892,0.9508196721311475,36,37,15
1959,174,177,tracx,33,0,1190,1,0.9991830065359477,0.9850746268656716,36,37,15
1960,175,178,tracx,34,0,1260,1,0.9992277992277993,0.9855072463768116,37,38,15
1961,176,179,tracx,35,0,1332,1,0.9992690058479532,0.9859154929577465,37,38,15
1962,0,4,tracx,2,0,4,0,1.0,1.0,2,3,20
1963,1,5,tracx,2,0,6,1,0.8888888888888888,0.8,2,3,20
1964,2,6,tracx,3,0,9,0,1.0,1.0,2,3,20
1965,3,7,tracx,3,0,9,0,1.0,1.0,3,3,20
1966,4,8,tracx,3,0,12,0,1.0,1.0,3,3,20
1967,5,9,tracx,3,0,15,0,1.0,1.0,3,3,20
1968,6,10,tracx,4,0,24,0,1.0,1.0,3,3,20
1969,7,11,tracx,4,0,24,0,1.0,1.0,3,3,20
1970,8,12,tracx,5,0,35,0,1.0,1.0,3,3,20
1971,9,13,tracx,6,0,42,0,1.0,1.0,3,3,20
1972,10,14,tracx,6,0,49,1,0.9821428571428571,0.9230769230769231,3,3,20
1973,11,15,tracx,7,0,49,0,1.0,1.0,3,3,20
1974,12,16,tracx,7,0,64,1,0.9861111111111112,0.9333333333333333,3,3,20
1975,13,17,tracx,8,0,64,0,1.0,1.0,3,3,20
1976,14,18,tracx,8,0,64,0,1.0,1.0,3,3,20
1977,15,19,tracx,8,0,72,0,1.0,1.0,3,3,20
1978,16,20,tracx,9,0,81,0,1.0,1.0,3,3,20
1979,17,21,tracx,9,0,81,0,1.0,1.0,3,3,20
1980,18,22,tracx,9,0,90,0,1.0,1.0,3,3,20
1981,19,23,tracx,10,0,100,0,1.0,1.0,3,4,20
1982,20,24,tracx,10,0,110,0,1.0,1.0,3,4,20
1983,21,25,tracx,10,0,120,0,1.0,1.0,3,4,20
1984,22,26,tracx,11,0,143,0,1.0,1.0,3,4,20
1985,23,27,tracx,11,0,143,0,1.0,1.0,4,4,20
1986,24,28,tracx,12,0,168,0,1.0,1.0,4,4,20
1987,25,29,tracx,12,0,208,1,0.995475113122172,0.96,4,4,20
1988,26,30,tracx,13,0,252,1,0.9962406015037594,0.9629629629629629,4,5,20
1989,27,31,tracx,13,0,280,1,0.9965986394557823,0.9629629629629629,4,5,20
1990,28,32,tracx,13,0,330,2,0.9942028985507246,0.9285714285714286,4,5,20
1991,29,33,tracx,15,0,374,2,0.9948849104859335,0.9375,4,5,20
1992,30,34,tracx,18,0,418,1,0.9977116704805492,0.972972972972973,5,6,20
1993,31,35,tracx,21,0,483,0,1.0,1.0,5,6,20
1994,32,36,tracx,21,0,529,2,0.9963768115942029,0.9545454545454546,5,6,20
1995,33,37,tracx,23,0,575,0,1.0,1.0,5,6,20
1996,34,38,tracx,23,0,621,0,1.0,1.0,6,6,20
1997,35,39,tracx,24,0,672,0,1.0,1.0,6,7,20
1998,36,40,tracx,23,0,720,1,0.9986559139784946,0.9787234042553191,6,7,20
1999,37,41,tracx,24,0,858,2,0.997737556561086,0.96,6,7,20
2000,38,42,tracx,25,0,952,3,0.996938775510204,0.9433962264150944,6,7,20
2001,39,43,tracx,25,0,1015,4,0.9961685823754789,0.9259259259259259,7,7,20
2002,40,44,tracx,30,0,1116,1,0.999128160418483,0.9836065573770492,7,7,20
2003,41,45,tracx,0,0,66,2,0.9705882352941176,0.0,7,7,20
2004,42,46,tracx,0,0,102,3,0.9714285714285714,0.0,7,7,20
2005,43,47,tracx,0,0,105,3,0.9722222222222222,0.0,7,7,20
2006,44,48,tracx,0,0,108,3,0.972972972972973,0.0,7,8,20
2007,45,49,tracx,2,0,4,0,1.0,1.0,7,8,20
2008,46,50,tracx,3,0,6,0,1.0,1.0,7,8,20
2009,47,51,tracx,3,0,9,0,1.0,1.0,7,8,20
2010,48,52,tracx,3,0,9,0,1.0,1.0,8,8,20
2011,49,53,tracx,3,0,12,0,1.0,1.0,8,8,20
2012,50,54,tracx,3,0,15,0,1.0,1.0,8,8,20
2013,51,55,tracx,4,0,24,0,1.0,1.0,8,8,20
2014,52,56,tracx,4,0,24,0,1.0,1.0,8,8,20
2015,53,57,tracx,5,0,35,0,1.0,1.0,8,8,20
2016,54,58,tracx,6,0,42,0,1.0,1.0,8,8,20
2017,55,59,tracx,7,0,49,0,1.0,1.0,8,8,20
2018,56,60,tracx,7,0,49,0,1.0,1.0,8,8,20
2019,57,61,tracx,8,0,64,0,1.0,1.0,8,8,20
2020,58,62,tracx,8,0,64,0,1.0,1.0,8,8,20
2021,59,63,tracx,8,0,64,0,1.0,1.0,8,9,20
2022,60,64,tracx,8,0,72,0,1.0,1.0,8,9,20
2023,61,65,tracx,9,0,81,0,1.0,1.0,8,9,20
2024,62,66,tracx,9,0,81,0,1.0,1.0,8,9,20
2025,63,67,tracx,9,0,90,0,1.0,1.0,9,9,20
2026,64,68,tracx,10,0,100,0,1.0,1.0,9,9,20
2027,65,69,tracx,10,0,110,0,1.0,1.0,9,9,20
2028,66,70,tracx,10,0,130,0,1.0,1.0,9,9,20
2029,67,71,tracx,11,0,143,0,1.0,1.0,9,9,20
2030,68,72,tracx,11,0,143,0,1.0,1.0,9,9,20
2031,69,73,tracx,12,0,168,0,1.0,1.0,9,9,20
2032,70,74,tracx,12,0,238,2,0.9920634920634921,0.9230769230769231,9,10,20
2033,71,75,tracx,12,0,280,2,0.9931972789115646,0.9230769230769231,9,10,20
2034,72,76,tracx,12,0,280,2,0.9931972789115646,0.9230769230769231,9,10,20
2035,73,77,tracx,12,0,330,3,0.991304347826087,0.8888888888888888,9,10,20
2036,74,78,tracx,16,0,396,2,0.9951690821256038,0.9411764705882353,10,10,20
2037,75,79,tracx,18,0,462,3,0.9937888198757764,0.9230769230769231,10,10,20
2038,76,80,tracx,21,0,483,0,1.0,1.0,10,10,20
2039,77,81,tracx,22,0,529,1,0.9981884057971014,0.9777777777777777,10,10,20
2040,78,82,tracx,23,0,598,0,1.0,1.0,10,10,20
2041,79,83,tracx,23,0,621,0,1.0,1.0,10,10,20
2042,80,84,tracx,24,0,672,0,1.0,1.0,10,10,20
2043,81,85,tracx,23,0,720,1,0.9986559139784946,0.9787234042553191,10,10,20
2044,82,86,tracx,24,1,890,3,0.9956427015250545,0.9230769230769231,10,10,20
2045,83,87,tracx,25,1,979,3,0.996031746031746,0.9259259259259259,10,10,20
2046,84,88,tracx,26,1,1014,3,0.9961685823754789,0.9285714285714286,10,11,20
2047,85,89,tracx,30,0,1116,1,0.999128160418483,0.9836065573770492,10,11,20
2048,86,90,tracx,0,0,66,2,0.9705882352941176,0.0,10,11,20
2049,87,91,tracx,0,0,105,3,0.9722222222222222,0.0,10,11,20
2050,88,92,tracx,0,0,105,3,0.9722222222222222,0.0,11,11,20
2051,89,93,tracx,0,0,108,3,0.972972972972973,0.0,11,11,20
2052,90,94,tracx,2,0,4,0,1.0,1.0,11,12,20
2053,91,95,tracx,3,0,6,0,1.0,1.0,11,12,20
2054,92,96,tracx,3,0,9,0,1.0,1.0,11,12,20
2055,93,97,tracx,3,0,12,0,1.0,1.0,11,12,20
2056,94,98,tracx,3,0,15,0,1.0,1.0,12,12,20
2057,95,99,tracx,3,0,15,0,1.0,1.0,12,12,20
2058,96,100,tracx,4,0,24,0,1.0,1.0,12,13,20
2059,97,101,tracx,4,0,30,1,0.9714285714285714,0.8888888888888888,12,14,20
2060,98,102,tracx,6,0,42,0,1.0,1.0,12,14,20
2061,99,103,tracx,6,0,42,0,1.0,1.0,12,14,20
2062,100,104,tracx,7,0,49,0,1.0,1.0,13,14,20
2063,101,105,tracx,7,0,49,0,1.0,1.0,14,14,20
2064,102,106,tracx,8,0,64,0,1.0,1.0,14,14,20
2065,103,107,tracx,8,0,64,0,1.0,1.0,14,14,20
2066,104,108,tracx,8,0,72,0,1.0,1.0,14,14,20
2067,105,109,tracx,8,0,72,0,1.0,1.0,14,14,20
2068,106,110,tracx,9,0,81,0,1.0,1.0,14,14,20
2069,107,111,tracx,9,0,81,0,1.0,1.0,14,14,20
2070,108,112,tracx,10,0,100,0,1.0,1.0,14,15,20
2071,109,113,tracx,10,0,110,0,1.0,1.0,14,15,20
2072,110,114,tracx,10,0,110,0,1.0,1.0,14,15,20
2073,111,115,tracx,10,0,130,0,1.0,1.0,14,15,20
2074,112,116,tracx,11,0,143,0,1.0,1.0,15,17,20
2075,113,117,tracx,11,1,155,1,0.9880952380952381,0.9166666666666666,15,18,20
2076,114,118,tracx,12,0,168,0,1.0,1.0,15,18,20
2077,115,119,tracx,12,0,238,2,0.9920634920634921,0.9230769230769231,15,18,20
2078,116,120,tracx,12,0,280,2,0.9931972789115646,0.9230769230769231,17,19,20
2079,117,121,tracx,12,0,280,2,0.9931972789115646,0.9230769230769231,18,21,20
2080,118,122,tracx,13,0,330,2,0.9942028985507246,0.9285714285714286,18,21,20
2081,119,123,tracx,18,0,396,0,1.0,1.0,18,21,20
2082,120,124,tracx,19,0,462,2,0.9958592132505176,0.95,19,21,20
2083,121,125,tracx,21,0,483,0,1.0,1.0,21,21,20
2084,122,126,tracx,23,0,529,0,1.0,1.0,21,21,20
2085,123,127,tracx,23,0,598,0,1.0,1.0,21,22,20
2086,124,128,tracx,23,0,621,0,1.0,1.0,21,23,20
2087,125,129,tracx,24,0,696,0,1.0,1.0,21,23,20
2088,126,130,tracx,23,0,768,1,0.9987373737373737,0.9787234042553191,21,23,20
2089,127,131,tracx,24,1,917,3,0.9957671957671957,0.9230769230769231,22,23,20
2090,128,132,tracx,25,1,979,3,0.996031746031746,0.9259259259259259,23,23,20
2091,129,133,tracx,27,1,1049,3,0.9962962962962963,0.9310344827586207,23,23,20
2092,130,134,tracx,30,1,1220,3,0.9968102073365231,0.9375,23,23,20
2093,131,135,tracx,0,0,102,3,0.9714285714285714,0.0,23,23,20
2094,132,136,tracx,0,0,105,3,0.9722222222222222,0.0,23,23,20
2095,133,137,tracx,0,0,105,3,0.9722222222222222,0.0,23,23,20
2096,134,138,tracx,0,0,111,3,0.9736842105263158,0.0,23,23,20
2097,135,139,tracx,2,0,6,1,0.8888888888888888,0.8,23,24,20
2098,136,140,tracx,3,0,9,0,1.0,1.0,23,24,20
2099,137,141,tracx,3,0,9,0,1.0,1.0,23,24,20
2100,138,142,tracx,3,0,12,0,1.0,1.0,23,24,20
2101,139,143,tracx,3,0,15,0,1.0,1.0,24,24,20
2102,140,144,tracx,4,0,24,0,1.0,1.0,24,24,20
2103,141,145,tracx,4,0,24,0,1.0,1.0,24,24,20
2104,142,146,tracx,4,0,30,1,0.9714285714285714,0.8888888888888888,24,24,20
2105,143,147,tracx,6,0,42,0,1.0,1.0,24,26,20
2106,144,148,tracx,6,0,49,1,0.9821428571428571,0.9230769230769231,24,26,20
2107,145,149,tracx,7,0,49,0,1.0,1.0,24,27,20
2108,146,150,tracx,7,0,56,0,1.0,1.0,24,27,20
2109,147,151,tracx,8,0,64,0,1.0,1.0,26,28,20
2110,148,152,tracx,8,0,64,0,1.0,1.0,26,28,20
2111,149,153,tracx,8,0,72,0,1.0,1.0,27,28,20
2112,150,154,tracx,9,0,81,0,1.0,1.0,27,28,20
2113,151,155,tracx,9,0,81,0,1.0,1.0,28,29,20
2114,152,156,tracx,9,0,81,0,1.0,1.0,28,29,20
2115,153,157,tracx,10,0,100,0,1.0,1.0,28,29,20
2116,154,158,tracx,10,0,110,0,1.0,1.0,28,30,20
2117,155,159,tracx,10,0,110,0,1.0,1.0,29,31,20
2118,156,160,tracx,10,0,130,0,1.0,1.0,29,31,20
2119,157,161,tracx,11,0,143,0,1.0,1.0,29,31,20
2120,158,162,tracx,12,0,156,0,1.0,1.0,30,33,20
2121,159,163,tracx,12,0,168,0,1.0,1.0,31,33,20
2122,160,164,tracx,12,1,237,2,0.9880952380952381,0.8888888888888888,31,34,20
2123,161,165,tracx,12,1,279,2,0.9897959183673469,0.8888888888888888,31,34,20
2124,162,166,tracx,12,1,293,2,0.9902597402597403,0.8888888888888888,33,35,20
2125,163,167,tracx,13,1,329,2,0.991304347826087,0.896551724137931,33,35,20
2126,164,168,tracx,18,0,396,0,1.0,1.0,34,35,20
2127,165,169,tracx,20,0,483,1,0.998015873015873,0.975609756097561,34,36,20
2128,166,170,tracx,21,0,506,1,0.9981060606060606,0.9767441860465116,35,36,20
2129,167,171,tracx,23,0,575,0,1.0,1.0,35,36,20
2130,168,172,tracx,23,0,621,0,1.0,1.0,35,36,20
2131,169,173,tracx,24,0,672,0,1.0,1.0,36,36,20
2132,170,174,tracx,23,0,720,1,0.9986559139784946,0.9787234042553191,36,36,20
2133,171,175,tracx,24,0,832,2,0.9976689976689976,0.96,36,37,20
2134,172,176,tracx,25,0,952,3,0.996938775510204,0.9433962264150944,36,37,20
2135,173,177,tracx,25,0,1015,4,0.9961685823754789,0.9259259259259259,36,37,20
2136,174,178,tracx,30,0,1116,1,0.999128160418483,0.9836065573770492,36,38,20
2137,175,179,tracx,31,1,1220,2,0.9976076555023924,0.9538461538461539,37,38,20
